	Athal_seq	Crub_seq	Agroup_monophyly	Crub_Cgrand_monophyly	Csat_monophyly	C_group_monophyly	Topology	Topology_loose	Bootstrap_Support
265	AtAT4G36580	Cr10006207	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	100
266	AtAT2G18330	Cr10013202	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	91
267	AtAT2G23300	Cr10022687	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	89
268	AtAT4G37250	Cr10004195	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	94
269	AtAT2G21480	Cr10024975	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	99
270	AtAT4G39110	Cr10007359	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	100
271	AtAT4G39950	Cr10004524	TRUE	TRUE	TRUE	TRUE	AB_topology	AB_topology	51
272	AtAT2G22330	Cr10025388	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	98
273	AtAT5G01530	Cr10016258 Cr10002918	TRUE	FALSE	TRUE	FALSE	Other_topology	Other_topology	BS_scoreNA
274	AtAT3G08940	No_Crub_tips	TRUE	FALSE	FALSE	FALSE	AB_topology	AC_topology	96
275	AtAT3G10600	Cr10015257	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	99
276	AtAT5G04770	Cr10000547	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	100
277	AtAT5G04970	Cr10003696	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	91
278	AtAT3G10720	Cr10013273	FALSE	TRUE	TRUE	TRUE	BC_topology	BC_topology	91
279	AtAT3G11330	Cr10013520	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	96
280	AtAT5G05850	Cr10000632	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	97
281	AtAT3G11660	Cr10015672	TRUE	TRUE	TRUE	FALSE	AB_topology	AB_topology	67
282	AtAT5G06330	Cr10003261	TRUE	TRUE	FALSE	TRUE	BC_topology	BC_topology	51
283	AtAT5G07470	Cr10001902	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	98
284	AtAT5G61640	Cr10027060	FALSE	TRUE	TRUE	TRUE	Other_topology	AC_topology	73
285	AtAT5G07660	Cr10000108	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	100
286	AtAT5G61460	Cr10028478	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	100
287	AtAT5G08020	Cr10000503	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	100
288	AtAT5G61000	Cr10026014	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	97
289	AtAT5G08250	Cr10003687	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	99
290	AtAT5G23190	Cr10003490	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	100
291	AtAT5G09760	Cr10000564	TRUE	TRUE	TRUE	TRUE	AC_topology	AC_topology	76
292	AtAT5G64640	Cr10026126	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	64
293	AtAT5G64840	Cr10025997	TRUE	TRUE	TRUE	TRUE	AC_topology	AC_topology	83
294	AtAT5G09930	Cr10002771	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	94
295	AtAT5G25110	Cr10002785	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	37
296	AtAT5G10930	Cr10003564	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	59
297	AtAT5G15080	Cr10000765	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	100
298	AtAT3G01300	Cr10013549	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	56
299	AtAT5G15740	Cr10000760	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	99
300	AtAT3G02250	Cr10013476	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	39
301	AtAT5G16040	Cr10002448	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	85
302	AtAT3G02510	Cr10013890	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	96
303	AtAT5G18220	Cr10003257	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	99
304	AtAT3G04010	Cr10013538	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	88
305	AtAT5G19060	Cr10000698	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	99
306	AtAT3G06150	Cr10013262	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	97
307	AtAT3G06010	Cr10015610	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	100
308	AtAT5G19310	Cr10000115	TRUE	TRUE	TRUE	FALSE	Other_topology	BC_topology	97
309	AtAT3G42880	Cr10018834	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	71
310	AtAT5G20690	Cr10003833	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	76
311	AtAT3G48980	Cr10016976	TRUE	TRUE	TRUE	TRUE	AC_topology	AC_topology	87
312	AtAT5G23850	Cr10000648	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	98
313	AtAT5G26150	Cr10002865	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	100
314	AtAT5G12000	Cr10002905	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	100
315	AtAT5G37790	Cr10004522	TRUE	TRUE	TRUE	TRUE	AC_topology	AC_topology	75
316	AtAT1G66460	Cr10020169	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	100
317	AtAT5G44700	Cr10027518	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	97
318	AtAT4G20140	Cr10006344	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	98
319	AtAT4G18800	Cr10005719	TRUE	TRUE	TRUE	FALSE	Other_topology	AC_topology	21
320	AtAT5G45750	Cr10027116	FALSE	TRUE	TRUE	FALSE	Other_topology	BC_topology	39
321	AtAT5G50400	Cr10027762	TRUE	TRUE	TRUE	TRUE	AB_topology	AB_topology	92
322	AtAT4G24890	Cr10004389	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	88
323	AtAT4G25240	Cr10004433	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	62
324	AtAT5G51480	Cr10026165	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	91
325	AtAT5G52860	Cr10027587	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	86
326	AtAT4G25750	Cr10004458	TRUE	TRUE	TRUE	FALSE	Other_topology	BC_topology	99
327	AtAT5G54240	Cr10026913	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	81
328	AtAT4G27350	Cr10005286	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	79
329	AtAT4G27260	Cr10004357	TRUE	TRUE	TRUE	FALSE	Other_topology	BC_topology	95
330	AtAT5G54510	Cr10026098	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	93
331	AtAT5G54630	Cr10026238	TRUE	TRUE	TRUE	TRUE	AC_topology	AC_topology	70
332	AtAT4G27240	Cr10004841	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	100
333	AtAT5G55160	Cr10027422	TRUE	TRUE	TRUE	TRUE	AC_topology	AC_topology	93
334	AtAT4G26840	Cr10006104	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	65
335	AtAT4G26430	Cr10005225	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	69
336	AtAT5G56280	Cr10026800	TRUE	TRUE	TRUE	TRUE	AC_topology	AC_topology	50
337	AtAT5G59700	Cr10025884	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	68
338	AtAT3G46290	Cr10016688	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	98
339	AtAT5G60010	Cr10028111	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	100
340	AtAT3G45810	Cr10019407	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	90
341	AtAT5G63450	Cr10028534	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	100
342	AtAT3G48520	Cr10017052	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	43
343	AtAT5G67250	Cr10027824	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	98
344	AtAT3G50080	Cr10018713	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	61
345	AtAT3G49960	Cr10017623	TRUE	TRUE	TRUE	TRUE	AC_topology	AC_topology	71
346	AtAT5G67400	Cr10027970	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	76
347	At002	Cr002	TRUE	TRUE	TRUE	FALSE	Other_topology	Other_topology	BS_scoreNA
348	At001	Cr001	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	67
349	At010	Cr009	TRUE	TRUE	TRUE	TRUE	AB_topology	AB_topology	67
350	At009	Cr010	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	100
351	At015	Cr016	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	100
352	At016	Cr015	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	77
353	At027	Cr027	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	43
354	At028	Cr028	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	62
355	At031	Cr032	TRUE	TRUE	FALSE	TRUE	AC_topology	AC_topology	52
356	At032	Cr031	TRUE	TRUE	TRUE	FALSE	Other_topology	BC_topology	99
357	At052	Cr052	FALSE	TRUE	TRUE	TRUE	Other_topology	AC_topology	32
358	At051	Cr051	TRUE	TRUE	FALSE	FALSE	Other_topology	Other_topology	BS_scoreNA
359	At079	Cr079	TRUE	TRUE	TRUE	FALSE	Other_topology	Other_topology	BS_scoreNA
360	At080	Cr080	TRUE	TRUE	FALSE	TRUE	BC_topology	BC_topology	35
361	At095	Cr096	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	92
362	At096	Cr095	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	57
363	At104	Cr104	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	71
364	At103	Cr103	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	100
365	At111	Cr112	TRUE	TRUE	TRUE	FALSE	Other_topology	BC_topology	86
366	At112	Cr111	TRUE	TRUE	TRUE	FALSE	Other_topology	BC_topology	86
367	At116	Cr116	TRUE	TRUE	TRUE	FALSE	Other_topology	AC_topology	56
368	At115	Cr115	TRUE	TRUE	TRUE	FALSE	Other_topology	AC_topology	26
369	At122	Cr122	TRUE	TRUE	TRUE	TRUE	AB_topology	AB_topology	60
370	At121	Cr121	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	85
371	At145	Cr145	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	95
372	At146	Cr146	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	100
373	At023	Cr023	TRUE	TRUE	TRUE	TRUE	AC_topology	AC_topology	99
374	At024	Cr024	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	95
375	At025	Cr025	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	100
376	At026	Cr026	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	100
377	At035	Cr036	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	100
378	At036	Cr035	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	96
379	At045	Cr046	TRUE	TRUE	TRUE	TRUE	AC_topology	AC_topology	79
380	At046	Cr045	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	61
381	At049	Cr049	TRUE	FALSE	TRUE	FALSE	Other_topology	Other_topology	BS_scoreNA
382	At050	Cr050	TRUE	TRUE	TRUE	FALSE	Other_topology	Other_topology	BS_scoreNA
383	At058	Cr057	TRUE	TRUE	FALSE	TRUE	BC_topology	BC_topology	100
384	At057	Cr058	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	70
385	At067	Cr068	TRUE	TRUE	TRUE	TRUE	AC_topology	AC_topology	35
386	At068	Cr067	FALSE	TRUE	TRUE	TRUE	BC_topology	BC_topology	56
387	At085	Cr086	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	66
388	At086	Cr085	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	64
389	At123	Cr123	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	66
390	At124	Cr124	TRUE	TRUE	TRUE	TRUE	AC_topology	AC_topology	46
391	At125	Cr126	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	100
392	At126	Cr125	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	34
393	At135	Cr136	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	90
394	At136	Cr135	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	98
395	At143	Cr143	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	100
396	At144	Cr144	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	100
397	At022	Cr021	TRUE	TRUE	TRUE	TRUE	AC_topology	AC_topology	70
398	At021	Cr022	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	56
399	At029	Cr030	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	87
400	At030	Cr029	TRUE	TRUE	TRUE	TRUE	AB_topology	AB_topology	79
401	At043	Cr044	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	96
402	At044	Cr043	TRUE	TRUE	TRUE	TRUE	AC_topology	AC_topology	82
403	At066	Cr066	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	61
404	At065	Cr065	TRUE	TRUE	TRUE	FALSE	AB_topology	AB_topology	63
405	At114	Cr114	TRUE	TRUE	TRUE	FALSE	Other_topology	BC_topology	90
406	At113	Cr113	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	32
407	At017	Cr018	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	80
408	At018	Cr017	TRUE	TRUE	TRUE	TRUE	AB_topology	AB_topology	53
409	At037	Cr038	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	58
410	At038	Cr037	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	53
411	At053	Cr054	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	93
412	At054	Cr053	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	90
413	At081	Cr082	TRUE	TRUE	TRUE	FALSE	Other_topology	Other_topology	BS_scoreNA
414	At082	Cr081	TRUE	TRUE	FALSE	TRUE	BC_topology	BC_topology	52
415	At088	Cr088	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	93
416	At087	Cr087	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	88
417	At089	Cr090	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	58
418	At090	Cr089	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	100
419	At097	Cr098	FALSE	TRUE	TRUE	FALSE	Other_topology	BC_topology	67
420	At098	Cr097	FALSE	TRUE	TRUE	FALSE	Other_topology	BC_topology	68
421	At137	Cr138	TRUE	TRUE	TRUE	TRUE	AB_topology	AB_topology	47
422	At138	Cr137	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	72
423	At147	Cr148	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	69
424	At148	Cr147	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	87
425	At006	Cr006	TRUE	TRUE	FALSE	TRUE	BC_topology	BC_topology	45
426	At005	Cr005	TRUE	TRUE	TRUE	FALSE	Other_topology	Other_topology	BS_scoreNA
427	At019	Cr020	TRUE	TRUE	TRUE	FALSE	Other_topology	BC_topology	51
428	At020	Cr019	TRUE	TRUE	TRUE	FALSE	Other_topology	BC_topology	95
429	At060	Cr059	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	62
430	At059	Cr060	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	37
431	At078	Cr077	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	92
432	At077	Cr078	TRUE	TRUE	TRUE	FALSE	Other_topology	BC_topology	63
433	At092	Cr091	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	100
434	At091	Cr092	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	100
435	At105	Cr105	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	58
436	At106	Cr106	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	50
437	At133	Cr133	FALSE	TRUE	TRUE	TRUE	Other_topology	AC_topology	42
438	At134	Cr134	TRUE	TRUE	TRUE	TRUE	AC_topology	AC_topology	51
439	At004	Cr003	FALSE	TRUE	TRUE	TRUE	Other_topology	Other_topology	BS_scoreNA
440	At003	Cr004	TRUE	FALSE	TRUE	FALSE	Other_topology	Other_topology	BS_scoreNA
441	At008	Cr007	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	94
442	At007	Cr008	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	100
443	At013	Cr013	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	88
444	At014	Cr014	TRUE	TRUE	TRUE	FALSE	Other_topology	BC_topology	91
445	At034	Cr033	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	100
446	At033	Cr034	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	97
447	At039	Cr039	TRUE	TRUE	TRUE	FALSE	Other_topology	BC_topology	68
448	At040	Cr040	TRUE	TRUE	TRUE	TRUE	AC_topology	AC_topology	66
449	At055	Cr056	TRUE	TRUE	TRUE	TRUE	AC_topology	AC_topology	92
450	At056	Cr055	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	31
451	At061	Cr061	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	70
452	At062	Cr062	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	89
453	At064	Cr064	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	100
454	At063	Cr063	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	34
455	At070	Cr070	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	82
456	At069	Cr069	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	99
457	At071	Cr072	TRUE	TRUE	TRUE	FALSE	AB_topology	AB_topology	66
458	At072	Cr071	TRUE	TRUE	TRUE	TRUE	AB_topology	AB_topology	69
459	At076	Cr076	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	31
460	At075	Cr075	TRUE	TRUE	TRUE	FALSE	Other_topology	BC_topology	78
461	At083	Cr083	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	95
462	At084	Cr084	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	77
463	At102	Cr101	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	100
464	At101	Cr102	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	100
465	At108	Cr107	TRUE	TRUE	TRUE	FALSE	Other_topology	Other_topology	BS_scoreNA
466	At107	Cr108	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	43
467	At109	Cr109	TRUE	TRUE	TRUE	FALSE	Other_topology	AC_topology	46
468	At110	Cr110	FALSE	TRUE	TRUE	TRUE	BC_topology	BC_topology	83
469	At117	Cr117	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	66
470	At118	Cr118	TRUE	TRUE	TRUE	FALSE	AB_topology	AB_topology	14
471	At129	Cr129	TRUE	TRUE	TRUE	TRUE	AB_topology	AB_topology	45
472	At130	Cr130	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	100
473	At131	Cr131	FALSE	TRUE	TRUE	TRUE	Other_topology	Other_topology	BS_scoreNA
474	At132	Cr132	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	38
475	At139	Cr140	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	100
476	At140	Cr139	TRUE	TRUE	TRUE	FALSE	Other_topology	Other_topology	BS_scoreNA
477	At150	Cr150	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	78
478	At149	Cr149	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	84
479	At041	Cr042	TRUE	TRUE	TRUE	TRUE	AB_topology	AB_topology	77
480	At042	Cr041	TRUE	TRUE	TRUE	FALSE	Other_topology	BC_topology	55
481	At094	Cr093	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	90
482	At093	Cr094	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	99
483	At209	Cr209	TRUE	TRUE	TRUE	FALSE	Other_topology	Other_topology	BS_scoreNA
484	At210	Cr210	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	95
485	At230	Cr229	TRUE	TRUE	TRUE	FALSE	Other_topology	BC_topology	95
486	At229	Cr230	TRUE	TRUE	TRUE	FALSE	Other_topology	BC_topology	80
487	At261	Cr262	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	93
488	At262	Cr261	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	100
489	At270	Cr269	TRUE	TRUE	TRUE	TRUE	AB_topology	AB_topology	51
490	At269	Cr270	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	99
491	At279	Cr279	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	62
492	At280	Cr280	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	100
493	At283	Cr283	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	94
494	At284	Cr284	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	74
495	At294	Cr293	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	46
496	At293	Cr294	TRUE	TRUE	TRUE	TRUE	AC_topology	AC_topology	63
497	At319	Cr312	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	90
498	At317 At318	Cr311	TRUE	TRUE	TRUE	FALSE	Other_topology	BC_topology	99
499	At320 At321	Cr313	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	75
500	At322	Cr314	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	93
501	At363 At364	Cr341	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	58
502	At362	Cr342	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	94
503	At383	Cr355	TRUE	TRUE	TRUE	TRUE	AC_topology	AC_topology	37
504	At384 At385	Cr356	TRUE	TRUE	FALSE	TRUE	BC_topology	BC_topology	88
505	At406 At405	Cr369	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	84
506	At404	Cr370	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	98
507	At415	Cr375	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	100
508	At414 At413	Cr376	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	100
509	At423 At424	Cr381	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	99
510	At422	Cr382	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	94
511	At429 At428	Cr386	TRUE	TRUE	TRUE	FALSE	Other_topology	BC_topology	100
512	At430	Cr385	TRUE	TRUE	TRUE	TRUE	AC_topology	AC_topology	100
513	At444	Cr396	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	100
514	At445 At443	Cr395	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	92
515	At491	Cr427	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	79
516	At492 At493	Cr428	TRUE	TRUE	TRUE	TRUE	AB_topology	AB_topology	58
517	At502 At501	Cr434	TRUE	TRUE	TRUE	TRUE	AC_topology	AC_topology	84
518	At500	Cr433	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	87
519	At574 At573	Cr481	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	83
520	At572	Cr482	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	100
521	At578 At579	Cr485	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	100
522	At580	Cr486	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	100
523	At590	Cr494	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	100
524	At592 At591	Cr493	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	100
525	At155	Cr156	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	68
526	At156	Cr155	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	100
527	At167	Cr167	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	100
528	At168	Cr168	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	93
529	At176	Cr176	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	76
530	At175	Cr175	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	99
531	At186	Cr186	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	98
532	At185	Cr185	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	88
533	At195	Cr196	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	98
534	At196	Cr195	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	100
535	At215	Cr216	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	50
536	At216	Cr215	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	30
537	At241	Cr242	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	85
538	At242	Cr241	TRUE	TRUE	TRUE	FALSE	Other_topology	AC_topology	59
539	At273	Cr274	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	100
540	At274	Cr273	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	100
541	At302	Cr302	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	95
542	At304 At303	Cr301	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	98
543	At326	Cr317	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	41
544	At327 At328	Cr318	TRUE	TRUE	TRUE	FALSE	Other_topology	AC_topology	46
545	At341 At342	Cr328	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	96
546	At343	Cr327	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	98
547	At347 At348	Cr331	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	67
548	At349	Cr332	TRUE	TRUE	TRUE	FALSE	Other_topology	BC_topology	94
549	At398 At399	Cr366	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	78
550	At400	Cr365	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	95
551	At434	Cr389	TRUE	TRUE	TRUE	FALSE	Other_topology	BC_topology	66
552	At435 At436	Cr390	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	100
553	At440	Cr394	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	53
554	At442 At441	Cr393	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	54
555	At446	Cr397	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	95
556	At448 At447	Cr398	TRUE	TRUE	TRUE	TRUE	AB_topology	AB_topology	50
557	At455	Cr403	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	83
558	At457 At456	Cr404	TRUE	TRUE	TRUE	TRUE	AC_topology	AC_topology	69
559	At470 At472	Cr414	TRUE	TRUE	TRUE	FALSE	Other_topology	Other_topology	BS_scoreNA
560	At471	Cr413	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	86
561	At473 At474	Cr415	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	94
