	Athl_seq	Crub_seq	Agroup_monophyly	Crub_Cgrand_monophyly	Csat_monophyly	C_group_monophyly	Topology	Topology_loose	Bootstrap_Support
663	Athal__AT1G30050	Crub__Carubv10009392m	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	83
664	Athal__AT1G30100	Crub__Carubv10008647m	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	99
665	Athal__AT1G30220	Crub__Carubv10008687m	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	100
666	Athal__AT1G30280	Crub__Carubv10008962m	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	100
667	Athal__AT1G30370	Crub__Carubv10012471m	TRUE	TRUE	TRUE	TRUE	AB_topology	AB_topology	85
668	Athal__AT1G30480	Crub__Carubv10009438m	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	55
669	Athal__AT1G30515	Crub__Carubv10011904m	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	94
670	Athal__AT1G30550	Crub__Carubv10010174m	FALSE	TRUE	TRUE	TRUE	BC_topology	BC_topology	94
671	Athal__AT1G30580	Crub__Carubv10009370m	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	38
672	Athal__AT1G30600	Crub__Carubv10008312m	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	68
673	Athal__AT1G30650	Crub__Carubv10009191m	TRUE	TRUE	TRUE	FALSE	Other_topology	BC_topology	95
674	Athal__AT1G30670	Crub__Carubv10011063m	TRUE	TRUE	TRUE	TRUE	AB_topology	AB_topology	98
675	Athal__AT1G30740	Crub__Carubv10008807m	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	48
676	Athal__AT1G30750	Crub__Carubv10012134m	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	64
677	Athal__AT1G30780	Crub__Carubv10011416m	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	37
678	Athal__AT1G30825	Crub__Carubv10012303m	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	51
679	Athal__AT1G30850	Crub__Carubv10009841m	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	100
680	Athal__AT1G30860	Crub__Carubv10008401m	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	100
681	Athal__AT1G30870	Crub__Carubv10010885m	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	77
682	Athal__AT1G30880	Crub__Carubv10010686m	TRUE	TRUE	TRUE	TRUE	AC_topology	AC_topology	38
683	Athal__AT1G30910	Crub__Carubv10009688m	TRUE	TRUE	TRUE	TRUE	AC_topology	AC_topology	79
684	Athal__AT1G30950	Crub__Carubv10011934m	FALSE	TRUE	TRUE	TRUE	BC_topology	BC_topology	90
685	Athal__AT1G30960	Crub__Carubv10009089m	TRUE	TRUE	TRUE	TRUE	AC_topology	AC_topology	72
686	Athal__AT1G31010	Crub__Carubv10009555m	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	45
687	Athal__AT1G31040	Crub__Carubv10011663m	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	96
688	Athal__AT1G31160	Crub__Carubv10010389m	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	100
689	Athal__AT1G31175	Crub__Carubv10010767m	FALSE	TRUE	TRUE	TRUE	BC_topology	BC_topology	96
690	Athal__AT1G31240	Crub__Carubv10011903m	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	46
691	Athal__AT1G31320	Crub__Carubv10010462m	TRUE	TRUE	FALSE	TRUE	BC_topology	BC_topology	84
692	Athal__AT1G31330	Crub__Carubv10010249m	TRUE	TRUE	TRUE	TRUE	AC_topology	AC_topology	24
693	Athal__AT1G31350	Crub__Carubv10009421m	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	55
694	Athal__AT1G31410	Crub__Carubv10008734m	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	76
695	Athal__AT1G31460	Crub__Carubv10012628m	TRUE	TRUE	TRUE	TRUE	AC_topology	AC_topology	87
696	Athal__AT1G31470	Crub__Carubv10011884m	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	45
697	Athal__AT1G31480	Crub__Carubv10008231m	TRUE	TRUE	TRUE	TRUE	AC_topology	AC_topology	97
698	Athal__AT1G31490	Crub__Carubv10010922m	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	95
699	Athal__AT1G31720	Crub__Carubv10010398m	TRUE	TRUE	TRUE	TRUE	AB_topology	AB_topology	94
700	Athal__AT1G31730	Crub__Carubv10008229m	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	80
701	Athal__AT1G31770	Crub__Carubv10008545m	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	81
702	Athal__AT1G31790	Crub__Carubv10011695m	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	90
703	Athal__AT1G31800	Crub__Carubv10012441m	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	50
704	Athal__AT1G31812	Crub__Carubv10010764m	TRUE	TRUE	TRUE	FALSE	Other_topology	Other_topology	BS_scoreNA
705	Athal__AT1G31814	Crub__Carubv10011101m	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	58
706	Athal__AT1G31880	Crub__Carubv10009645m	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	82
707	Athal__AT1G31885	Crub__Carubv10010843m	TRUE	TRUE	TRUE	FALSE	Other_topology	Other_topology	BS_scoreNA
708	Athal__AT1G31920	Crub__Carubv10010872m	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	100
709	Athal__AT1G31970	Crub__Carubv10008785m	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	44
710	Athal__AT1G32060	Crub__Carubv10009359m	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	46
711	Athal__AT1G32080	Crub__Carubv10008878m	TRUE	TRUE	TRUE	FALSE	Other_topology	Other_topology	BS_scoreNA
712	Athal__AT1G32090	Crub__Carubv10011444m	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	74
713	Athal__AT1G32160	Crub__Carubv10009166m	TRUE	TRUE	TRUE	FALSE	Other_topology	AC_topology	64
714	Athal__AT1G32170	Crub__Carubv10009628m	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	92
715	Athal__AT1G32190	Crub__Carubv10009249m	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	67
716	Athal__AT1G32220	Crub__Carubv10009888m	TRUE	TRUE	TRUE	TRUE	AC_topology	AC_topology	67
717	Athal__AT1G32240	Crub__Carubv10009328m	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	73
718	Athal__AT1G32260	Crub__Carubv10010338m	TRUE	TRUE	TRUE	FALSE	Other_topology	Other_topology	BS_scoreNA
719	Athal__AT1G32320	Crub__Carubv10011538m	TRUE	TRUE	TRUE	TRUE	AC_topology	AC_topology	40
720	Athal__AT1G32330	Crub__Carubv10008952m	TRUE	TRUE	TRUE	TRUE	AB_topology	AB_topology	68
721	Athal__AT1G32350	Crub__Carubv10009739m	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	96
722	Athal__AT1G32360	Crub__Carubv10009393m	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	84
723	Athal__AT1G32415	Crub__Carubv10008386m	TRUE	TRUE	TRUE	TRUE	AC_topology	AC_topology	97
724	Athal__AT1G32440	Crub__Carubv10012411m	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	66
725	Athal__AT1G32450	Crub__Carubv10008608m	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	96
726	Athal__AT1G32500	Crub__Carubv10008905m	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	88
727	Athal__AT1G32550	Crub__Carubv10010409m	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	75
728	Athal__AT1G32585	Crub__Carubv10012318m	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	99
729	Athal__AT1G32690	Crub__Carubv10010319m	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	90
730	Athal__AT1G32740	Crub__Carubv10009788m	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	98
731	Athal__AT1G32760	Crub__Carubv10009738m	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	71
732	Athal__AT1G32770	Crub__Carubv10011900m	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	100
733	Athal__AT1G32780	Crub__Carubv10009372m	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	99
734	Athal__AT1G32930	Crub__Carubv10009358m	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	73
735	Athal__AT1G32990	Crub__Carubv10010240m	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	87
736	Athal__AT1G33030	Crub__Carubv10009584m	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	64
737	Athal__AT1G33280	Crub__Carubv10010920m	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	61
738	Athal__AT1G33290	Crub__Carubv10009453m	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	83
739	Athal__AT1G33340	Crub__Carubv10009473m	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	100
740	Athal__AT1G33350	Crub__Carubv10012498m	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	100
741	Athal__AT1G33360	Crub__Carubv10011824m	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	96
742	Athal__AT1G33420	Crub__Carubv10012280m	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	81
743	Athal__AT1G33440	Crub__Carubv10008635m	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	90
744	Athal__AT1G33475	Crub__Carubv10010089m	TRUE	TRUE	TRUE	TRUE	AC_topology	AC_topology	55
745	Athal__AT1G33490	Crub__Carubv10010447m	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	100
746	Athal__AT1G33520	Crub__Carubv10009066m	TRUE	TRUE	TRUE	TRUE	AC_topology	AC_topology	79
747	Athal__AT1G33800	Crub__Carubv10009876m	TRUE	TRUE	TRUE	TRUE	AC_topology	AC_topology	54
748	Athal__AT1G33811	Crub__Carubv10009448m	TRUE	TRUE	TRUE	TRUE	AB_topology	AB_topology	41
749	Athal__AT1G34000	Crub__Carubv10010442m	TRUE	TRUE	TRUE	TRUE	AC_topology	AC_topology	62
750	Athal__AT1G34130	Crub__Carubv10008402m	TRUE	TRUE	TRUE	TRUE	AC_topology	AC_topology	57
751	Athal__AT1G34160	Crub__Carubv10008671m	TRUE	TRUE	TRUE	TRUE	AB_topology	AB_topology	51
752	Athal__AT1G34320	Crub__Carubv10008536m	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	100
753	Athal__AT1G34380	Crub__Carubv10009596m	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	97
754	Athal__AT1G34420	Crub__Carubv10011994m	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	100
755	Athal__AT1G34430	Crub__Carubv10008900m	TRUE	TRUE	TRUE	TRUE	AC_topology	AC_topology	39
756	Athal__AT1G34670	Crub__Carubv10012515m	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	100
757	Athal__AT1G34770	Crub__Carubv10010171m	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	69
758	Athal__AT1G34790	Crub__Carubv10012266m	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	50
759	Athal__AT1G35140	Crub__Carubv10009822m	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	87
760	Athal__AT1G35230	Crub__Carubv10010594m	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	46
761	Athal__AT1G35330	Crub__Carubv10010955m	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	92
762	Athal__AT1G35440	Crub__Carubv10011607m	FALSE	TRUE	TRUE	TRUE	BC_topology	BC_topology	97
763	Athal__AT1G35510	Crub__Carubv10011867m	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	85
764	Athal__AT1G35720	Crub__Carubv10009786m	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	55
765	Athal__AT1G36320	Crub__Carubv10009279m	TRUE	TRUE	TRUE	TRUE	AC_topology	AC_topology	62
766	Athal__AT1G36380	Crub__Carubv10010784m	FALSE	TRUE	TRUE	TRUE	Other_topology	Other_topology	BS_scoreNA
767	Athal__AT1G42550	Crub__Carubv10011827m	TRUE	TRUE	TRUE	TRUE	AB_topology	AB_topology	54
768	Athal__AT1G42960	Crub__Carubv10010392m	TRUE	TRUE	TRUE	TRUE	AB_topology	AB_topology	89
769	Athal__AT1G42970	Crub__Carubv10009127m	TRUE	TRUE	TRUE	TRUE	AC_topology	AC_topology	52
770	Athal__AT1G42990	Crub__Carubv10009864m	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	100
771	Athal__AT1G43560	Crub__Carubv10010465m	TRUE	TRUE	TRUE	TRUE	AB_topology	AB_topology	89
772	Athal__AT1G43630	Crub__Carubv10011727m	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	80
773	Athal__AT1G43650	Crub__Carubv10009579m	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	91
774	Athal__AT1G43670	Crub__Carubv10009668m	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	93
775	Athal__AT1G43690	Crub__Carubv10008641m	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	97
776	Athal__AT1G43790	Crub__Carubv10010625m	TRUE	TRUE	TRUE	TRUE	AC_topology	AC_topology	61
777	Athal__AT1G43860	Crub__Carubv10009490m	TRUE	TRUE	TRUE	TRUE	AC_topology	AC_topology	52
778	Athal__AT1G43980	Crub__Carubv10011813m	TRUE	TRUE	TRUE	TRUE	AC_topology	AC_topology	50
779	Athal__AT1G44000	Crub__Carubv10010064m	TRUE	TRUE	TRUE	TRUE	AC_topology	AC_topology	88
780	Athal__AT1G44090	Crub__Carubv10011553m	TRUE	TRUE	TRUE	FALSE	Other_topology	BC_topology	83
781	Athal__AT1G44100	Crub__Carubv10009009m	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	91
782	Athal__AT1G44110	Crub__Carubv10009020m	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	59
783	Athal__AT1G44120	Crub__Carubv10012458m	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	100
784	Athal__AT1G44350	Crub__Carubv10008915m	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	71
785	Athal__AT1G44414	Crub__Carubv10011763m	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	78
786	Athal__AT1G44760	Crub__Carubv10010272m	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	57
787	Athal__AT1G44790	Crub__Carubv10010230m	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	61
788	Athal__AT1G44800	Crub__Carubv10009485m	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	100
789	Athal__AT1G44830	Crub__Carubv10010259m	FALSE	TRUE	TRUE	FALSE	Other_topology	BC_topology	78
790	Athal__AT1G44890	Crub__Carubv10009853m	FALSE	TRUE	TRUE	TRUE	BC_topology	BC_topology	97
791	Athal__AT1G44960	Crub__Carubv10010059m	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	58
792	Athal__AT1G45010	Crub__Carubv10010199m	TRUE	TRUE	TRUE	TRUE	AB_topology	AB_topology	53
793	Athal__AT1G45110	Crub__Carubv10009636m	FALSE	TRUE	TRUE	TRUE	BC_topology	BC_topology	89
794	Athal__AT1G45130	Crub__Carubv10008424m	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	100
795	Athal__AT1G45233	Crub__Carubv10009044m	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	99
796	Athal__AT1G45545	Crub__Carubv10012193m	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	100
797	Athal__AT1G45976	Crub__Carubv10009545m	TRUE	TRUE	TRUE	FALSE	Other_topology	AC_topology	43
798	Athal__AT1G46264	Crub__Carubv10009522m	TRUE	TRUE	TRUE	TRUE	AC_topology	AC_topology	49
799	Athal__AT1G47056	Crub__Carubv10012377m	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	91
800	Athal__AT1G47210	Crub__Carubv10009501m	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	61
801	Athal__AT1G47260	Crub__Carubv10009842m	TRUE	TRUE	TRUE	TRUE	AC_topology	AC_topology	42
802	Athal__AT1G47271	Crub__Carubv10010365m	TRUE	TRUE	TRUE	FALSE	Other_topology	BC_topology	97
803	Athal__AT1G47310	Crub__Carubv10009097m	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	73
804	Athal__AT1G47480	Crub__Carubv10009807m	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	60
805	Athal__AT1G47640	Crub__Carubv10010220m	TRUE	TRUE	TRUE	TRUE	AB_topology	AB_topology	46
806	Athal__AT1G47655	Crub__Carubv10010283m	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	82
807	Athal__AT1G47670	Crub__Carubv10008863m	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	96
808	Athal__AT1G47750	Crub__Carubv10011277m	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	74
809	Athal__AT1G47840	Crub__Carubv10008846m	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	99
810	Athal__AT1G47990	Crub__Carubv10011459m	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	99
811	Athal__AT1G48000	Crub__Carubv10010143m	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	100
812	Athal__AT1G48040	Crub__Carubv10009425m	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	84
813	Athal__AT1G48050	Crub__Carubv10008497m	TRUE	TRUE	TRUE	TRUE	AC_topology	AC_topology	51
814	Athal__AT1G48090	Crub__Carubv10012395m	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	100
815	Athal__AT1G48100	Crub__Carubv10008991m	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	82
816	Athal__AT1G48130	Crub__Carubv10011107m	TRUE	TRUE	TRUE	TRUE	AC_topology	AC_topology	83
817	Athal__AT1G48270	Crub__Carubv10009730m	TRUE	TRUE	TRUE	TRUE	AC_topology	AC_topology	39
818	Athal__AT1G48300	Crub__Carubv10011099m	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	36
819	Athal__AT1G48310	Crub__Carubv10011429m	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	95
820	Athal__AT1G48350	Crub__Carubv10012508m	TRUE	TRUE	TRUE	FALSE	Other_topology	AC_topology	32
821	Athal__AT1G48405	Crub__Carubv10012487m	FALSE	TRUE	TRUE	TRUE	BC_topology	BC_topology	79
822	Athal__AT1G48420	Crub__Carubv10012175m	TRUE	TRUE	TRUE	TRUE	AC_topology	AC_topology	77
823	Athal__AT1G48570	Crub__Carubv10009141m	TRUE	TRUE	TRUE	TRUE	AC_topology	AC_topology	43
824	Athal__AT1G48780	Crub__Carubv10010404m	TRUE	TRUE	TRUE	FALSE	Other_topology	AC_topology	71
825	Athal__AT1G48790	Crub__Carubv10011535m	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	94
826	Athal__AT1G48870	Crub__Carubv10011309m	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	68
827	Athal__AT1G48880	Crub__Carubv10010896m	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	100
828	Athal__AT1G48910	Crub__Carubv10011966m	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	35
829	Athal__AT1G48930	Crub__Carubv10012624m	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	96
830	Athal__AT1G48940	Crub__Carubv10010867m	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	95
831	Athal__AT1G48960	Crub__Carubv10010256m	TRUE	TRUE	TRUE	TRUE	AC_topology	AC_topology	58
832	Athal__AT1G48990	Crub__Carubv10012438m	TRUE	TRUE	TRUE	TRUE	AB_topology	AB_topology	58
833	Athal__AT1G49005	Crub__Carubv10010923m	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	76
834	Athal__AT1G49010	Crub__Carubv10009808m	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	67
835	Athal__AT1G49120	Crub__Carubv10012513m	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	98
836	Athal__AT1G49170	Crub__Carubv10011032m	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	53
837	Athal__AT1G49230	Crub__Carubv10011239m	TRUE	TRUE	TRUE	FALSE	Other_topology	BC_topology	80
838	Athal__AT1G49290	Crub__Carubv10011956m	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	99
839	Athal__AT1G49380	Crub__Carubv10011579m	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	63
840	Athal__AT1G49420	Crub__Carubv10012321m	TRUE	TRUE	TRUE	TRUE	AB_topology	AB_topology	60
841	Athal__AT1G49470	Crub__Carubv10009865m	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	84
842	Athal__AT1G49560	Crub__Carubv10009677m	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	74
843	Athal__AT1G49570	Crub__Carubv10009564m	TRUE	TRUE	TRUE	FALSE	Other_topology	BC_topology	99
844	Athal__AT1G49590	Crub__Carubv10010124m	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	97
845	Athal__AT1G49740	Crub__Carubv10009541m	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	100
846	Athal__AT1G49770	Crub__Carubv10011964m	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	97
847	Athal__AT1G49810	Crub__Carubv10012372m	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	98
848	Athal__AT1G49820	Crub__Carubv10009271m	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	82
849	Athal__AT1G49960	Crub__Carubv10012085m	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	89
850	Athal__AT1G49970	Crub__Carubv10009411m	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	95
851	Athal__AT1G49980	Crub__Carubv10012571m	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	100
852	Athal__AT1G50020	Crub__Carubv10010294m	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	91
853	Athal__AT1G50120	Crub__Carubv10012059m	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	81
854	Athal__AT1G50270	Crub__Carubv10010934m	TRUE	TRUE	TRUE	FALSE	Other_topology	BC_topology	100
855	Athal__AT1G50280	Crub__Carubv10008836m	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	99
856	Athal__AT1G50380	Crub__Carubv10008457m	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	99
857	Athal__AT1G50480	Crub__Carubv10008563m	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	100
858	Athal__AT1G50590	Crub__Carubv10009818m	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	90
859	Athal__AT1G50600	Crub__Carubv10008830m	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	82
860	Athal__AT1G50650	Crub__Carubv10010456m	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	97
861	Athal__AT1G50660	Crub__Carubv10008429m	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	100
862	Athal__AT1G50710	Crub__Carubv10010894m	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	81
863	Athal__AT1G50890	Crub__Carubv10008317m	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	100
864	Athal__AT1G50930	Crub__Carubv10012201m	TRUE	TRUE	TRUE	FALSE	Other_topology	BC_topology	100
865	Athal__AT1G50960	Crub__Carubv10009661m	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	97
866	Athal__AT1G50990	Crub__Carubv10010915m	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	100
867	Athal__AT1G51070	Crub__Carubv10011628m	TRUE	TRUE	TRUE	TRUE	AC_topology	AC_topology	90
868	Athal__AT1G51100	Crub__Carubv10010214m	TRUE	TRUE	TRUE	FALSE	AB_topology	AB_topology	44
869	Athal__AT1G51110	Crub__Carubv10009312m	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	82
870	Athal__AT1G51140	Crub__Carubv10009458m	TRUE	TRUE	TRUE	TRUE	AB_topology	AB_topology	68
871	Athal__AT1G51170	Crub__Carubv10009321m	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	100
872	Athal__AT1G51190	Crub__Carubv10012248m	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	95
873	Athal__AT1G51220	Crub__Carubv10012613m	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	85
874	Athal__AT1G51380	Crub__Carubv10009334m	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	70
875	Athal__AT1G51405	Crub__Carubv10008953m	TRUE	TRUE	TRUE	FALSE	Other_topology	AC_topology	47
876	Athal__AT1G51440	Crub__Carubv10008812m	TRUE	TRUE	TRUE	TRUE	AC_topology	AC_topology	83
877	Athal__AT1G51450	Crub__Carubv10008858m	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	100
878	Athal__AT1G51460	Crub__Carubv10011425m	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	95
879	Athal__AT1G51550	Crub__Carubv10009011m	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	95
880	Athal__AT1G51580	Crub__Carubv10008567m	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	100
881	Athal__AT1G51700	Crub__Carubv10011461m	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	77
882	Athal__AT1G51730	Crub__Carubv10011632m	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	61
883	Athal__AT1G51940	Crub__Carubv10008527m	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	40
884	Athal__AT1G51960	Crub__Carubv10012385m	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	67
885	Athal__AT1G51965	Crub__Carubv10012330m	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	100
886	Athal__AT1G52080	Crub__Carubv10008694m	TRUE	TRUE	TRUE	TRUE	AC_topology	AC_topology	57
887	Athal__AT1G52140	Crub__Carubv10010292m	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	54
888	Athal__AT1G52155	Crub__Carubv10009633m	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	45
889	Athal__AT1G52200	Crub__Carubv10010385m	FALSE	TRUE	TRUE	TRUE	BC_topology	BC_topology	66
890	Athal__AT1G52240	Crub__Carubv10011625m	FALSE	TRUE	TRUE	TRUE	BC_topology	BC_topology	94
891	Athal__AT1G52315	Crub__Carubv10009544m	TRUE	TRUE	TRUE	TRUE	AB_topology	AB_topology	66
892	Athal__AT1G52340	Crub__Carubv10009938m	TRUE	TRUE	TRUE	FALSE	AB_topology	AB_topology	79
893	Athal__AT1G52343	Crub__Carubv10010065m	TRUE	TRUE	TRUE	TRUE	BC_topology	BC_topology	100
