"","Agroup_monophyly","Crub_Cgrand_monophyly","Csat_monophyly","C_group_monophyly","Topology","Bootstrap_Support","Athal_sister","CrubCgra_sister"
"1191","TRUE","TRUE","TRUE","TRUE","AC_topology","55","Alyr__16039245","Csativa__XP_010470967 Csativa__XP_010415624"
"1192","TRUE","TRUE","TRUE","TRUE","AC_topology","95","Alyr__16035844","Csativa__XP_010415625 Csativa__XP_010470968 Csativa__XP_010512025"
"1193","TRUE","TRUE","TRUE","TRUE","BC_topology","100","Alyr__16045167","Csativa__XP_010415626 Csativa__XP_010512024"
"1194","TRUE","TRUE","TRUE","TRUE","BC_topology","50","Alyr__16047206","Csativa__XP_010512032 Csativa__XP_010470976 Csativa__XP_010415635"
"1195","TRUE","TRUE","TRUE","TRUE","BC_topology","93","Alyr__16062450","Csativa__XP_010512033 Csativa__XP_010470979 Csativa__XP_010415638"
"1196","TRUE","TRUE","TRUE","TRUE","BC_topology","98","Alyr__16040867","Csativa__XP_010470980 Csativa__XP_010512035"
"1197","TRUE","TRUE","TRUE","TRUE","BC_topology","92","Alyr__16044258","Csativa__XP_010512040 Csativa__XP_010415644 Csativa__XP_010470983"
"1198","TRUE","TRUE","TRUE","FALSE","Other_topology","BS_scoreNA","Alyr__16059031","Bstri__Bostr.10273s0377"
"1199","TRUE","TRUE","TRUE","TRUE","AB_topology","58","Alyr__16036506","Csativa__XP_010415653 Csativa__XP_010512049"
"1200","TRUE","TRUE","TRUE","TRUE","BC_topology","100","Alyr__16047899","Csativa__XP_010415654 Csativa__XP_010470990 Csativa__XP_010512052"
"1201","TRUE","TRUE","TRUE","TRUE","BC_topology","97","Alyr__16056732","Csativa__XP_010415656 Csativa__XP_010470991 Csativa__XP_010512051"
"1202","TRUE","TRUE","TRUE","TRUE","AC_topology","66","Alyr__16051941","Csativa__XP_010415657 Csativa__XP_010470992 Csativa__XP_010512050"
"1203","TRUE","TRUE","TRUE","TRUE","BC_topology","48","Alyr__16038760","Csativa__XP_010415660 Csativa__XP_010512057"
"1204","TRUE","TRUE","TRUE","TRUE","AB_topology","60","Alyr__16046643","Csativa__XP_010470996 Csativa__XP_010512059 Csativa__XP_010415661"
"1205","TRUE","TRUE","TRUE","TRUE","BC_topology","69","Alyr__16057043","Csativa__XP_010512076"
"1206","TRUE","TRUE","TRUE","TRUE","AC_topology","63","Alyr__16059708","Csativa__XP_010415693 Csativa__XP_010471012"
"1207","TRUE","TRUE","TRUE","TRUE","BC_topology","100","Alyr__16052594","Csativa__XP_010512095 Csativa__XP_010415694"
"1208","TRUE","TRUE","TRUE","TRUE","AC_topology","100","Alyr__16065611","Csativa__XP_010512098 Csativa__XP_010471016 Csativa__XP_010415700"
"1209","TRUE","TRUE","TRUE","TRUE","AB_topology","47","Alyr__16045311","Csativa__XP_010415720 Csativa__XP_010471033 Csativa__XP_010427816"
"1210","TRUE","TRUE","TRUE","TRUE","BC_topology","51","Alyr__16059211","Csativa__XP_010471034 Csativa__XP_010427817 Csativa__XP_010427819"
"1211","TRUE","TRUE","TRUE","TRUE","BC_topology","85","Alyr__16060480","Csativa__XP_010415736 Csativa__XP_010471047"
"1212","TRUE","TRUE","TRUE","TRUE","BC_topology","100","Alyr__16034260","Csativa__XP_010427831 Csativa__XP_010415737"
"1213","TRUE","TRUE","TRUE","FALSE","AB_topology","61","Alyr__16058923","Alyr__16058923 Athal__AT1G70540 Bstri__Bostr.10273s0302 Csativa__XP_010427833 Csativa__XP_010471050"
"1214","TRUE","TRUE","TRUE","TRUE","AB_topology","64","Alyr__16040549","Csativa__XP_010415739"
"1215","TRUE","TRUE","TRUE","TRUE","BC_topology","100","Alyr__16043358","Csativa__XP_010415745 Csativa__XP_010471057 Csativa__XP_010427839"
"1216","TRUE","TRUE","TRUE","TRUE","BC_topology","86","Alyr__16035629","Csativa__XP_010471077 Csativa__XP_010415765 Csativa__XP_010427866"
"1217","TRUE","TRUE","TRUE","FALSE","Other_topology","BS_scoreNA","Alyr__16057178","Csativa__XP_010415796 Csativa__XP_010471107 Csativa__XP_010427914 Bstri__Bostr.10273s0246"
"1218","TRUE","TRUE","TRUE","TRUE","AC_topology","98","Alyr__16060822","Csativa__XP_010471113 Csativa__XP_010415802"
"1219","TRUE","TRUE","TRUE","TRUE","BC_topology","59","Alyr__16045995","Csativa__XP_010427927 Csativa__XP_010415806 Csativa__XP_010471116"
"1220","TRUE","TRUE","TRUE","TRUE","BC_topology","88","Alyr__16057795","Csativa__XP_010415807 Csativa__XP_010427929 Csativa__XP_010427930"
"1221","TRUE","TRUE","TRUE","TRUE","BC_topology","99","Alyr__16051469","Csativa__XP_010419153 Csativa__XP_010427943"
"1222","TRUE","TRUE","TRUE","TRUE","AB_topology","42","Alyr__16060824","Csativa__XP_010427942"
"1223","TRUE","TRUE","TRUE","FALSE","Other_topology","BS_scoreNA","Alyr__16036637","Bstri__Bostr.10273s0228"
"1224","TRUE","TRUE","TRUE","TRUE","BC_topology","80","Alyr__16063096","Csativa__XP_010415824 Csativa__XP_010427946"
"1225","TRUE","TRUE","TRUE","TRUE","BC_topology","61","Alyr__16057965","Csativa__XP_010427953 Csativa__XP_010471141 Csativa__XP_010415834"
"1226","FALSE","TRUE","TRUE","FALSE","Other_topology","BS_scoreNA","Crub__Carubv10021692m Cgrand__Cagra.0147s0010","Athal__AT1G71340"
"1227","FALSE","TRUE","TRUE","TRUE","Other_topology","BS_scoreNA","Alyr__16047605 Csativa__XP_010471148 Crub__Carubv10019962m Cgrand__Cagra.0147s0009","Csativa__XP_010471148"
"1228","TRUE","TRUE","TRUE","TRUE","BC_topology","90","Alyr__16034344","Csativa__XP_010427980 Csativa__XP_010415853 Csativa__XP_010471158"
"1229","TRUE","TRUE","TRUE","TRUE","BC_topology","100","Alyr__16039634","Csativa__XP_010415861"
"1230","TRUE","TRUE","TRUE","TRUE","BC_topology","100","Alyr__16034624","Csativa__XP_010427991 Csativa__XP_010415866 Csativa__XP_010471166"
"1231","TRUE","TRUE","TRUE","TRUE","BC_topology","68","Alyr__16041063","Csativa__XP_010471167"
"1232","TRUE","TRUE","TRUE","TRUE","BC_topology","97","Alyr__16045295","Csativa__XP_010427996 Csativa__XP_010415873"
"1233","TRUE","TRUE","TRUE","FALSE","Other_topology","BS_scoreNA","Alyr__16055702","Bstri__Bostr.10273s0186"
"1234","TRUE","TRUE","TRUE","TRUE","AB_topology","58","Alyr__16041061","Csativa__XP_010471179 Csativa__XP_010415879 Csativa__XP_010428001"
"1235","TRUE","TRUE","TRUE","TRUE","BC_topology","96","Alyr__16050923","Csativa__XP_010428005 Csativa__XP_010471181 Csativa__XP_010415883"
"1236","TRUE","TRUE","TRUE","TRUE","AC_topology","46","Alyr__16040301","Csativa__XP_010471187 Csativa__XP_010415888 Csativa__XP_010428015"
"1237","TRUE","TRUE","TRUE","FALSE","Other_topology","BS_scoreNA","Alyr__16058504","Bstri__Bostr.10273s0175"
"1238","TRUE","TRUE","TRUE","TRUE","BC_topology","52","Alyr__16056186","Csativa__XP_010471198 Csativa__XP_010415896"
"1239","TRUE","TRUE","TRUE","TRUE","BC_topology","100","Alyr__16036778","Csativa__XP_010415902 Csativa__XP_010415903"
"1240","TRUE","TRUE","TRUE","TRUE","AC_topology","27","Alyr__16061425","Csativa__XP_010415914 Csativa__XP_010471213 Csativa__XP_010428046"
"1241","TRUE","TRUE","TRUE","TRUE","AC_topology","49","Alyr__16041515","Csativa__XP_010428047 Csativa__XP_010471214 Csativa__XP_010415915"
"1242","TRUE","TRUE","TRUE","TRUE","BC_topology","96","Alyr__16035302","Csativa__XP_010471219"
"1243","TRUE","TRUE","TRUE","FALSE","Other_topology","BS_scoreNA","Alyr__16063560","Alyr__16063560 Athal__AT1G72090"
"1244","TRUE","TRUE","TRUE","FALSE","Other_topology","BS_scoreNA","Alyr__16047751","Bstri__Bostr.10273s0143"
"1245","TRUE","TRUE","TRUE","TRUE","BC_topology","75","Alyr__16038963","Csativa__XP_010428078 Csativa__XP_010414836 Csativa__XP_010415948"
"1246","TRUE","TRUE","TRUE","TRUE","BC_topology","88","Alyr__16062709","Csativa__XP_010428080 Csativa__XP_010428081 Csativa__XP_010471234"
"1247","TRUE","TRUE","TRUE","TRUE","BC_topology","66","Alyr__16036480","Csativa__XP_010428092 Csativa__XP_010414849 Csativa__XP_010471244"
"1248","TRUE","TRUE","TRUE","TRUE","AC_topology","40","Alyr__16036007","Csativa__XP_010471245 Csativa__XP_010428093 Csativa__XP_010414850"
"1249","TRUE","TRUE","TRUE","TRUE","BC_topology","100","Alyr__16063749","Csativa__XP_010428097"
"1250","FALSE","TRUE","TRUE","TRUE","BC_topology","99","Cgrand__Cagra.1013s0064 Crub__Carubv10020426m Csativa__XP_010471261 Bstri__Bostr.10273s0117","Csativa__XP_010471261"
"1251","TRUE","TRUE","TRUE","TRUE","BC_topology","98","Alyr__16040033","Csativa__XP_010431491 Csativa__XP_010419165 Csativa__XP_010471262"
"1252","TRUE","TRUE","TRUE","TRUE","BC_topology","92","Alyr__16041947","Csativa__XP_010415990 Csativa__XP_010471272 Csativa__XP_010428127"
"1253","TRUE","TRUE","TRUE","TRUE","BC_topology","100","Alyr__16047869","Csativa__XP_010415991 Csativa__XP_010428130"
"1254","TRUE","TRUE","TRUE","FALSE","Other_topology","BS_scoreNA","Alyr__16039890","Bstri__Bostr.10273s0106 Csativa__XP_010474297"
"1255","TRUE","TRUE","TRUE","TRUE","BC_topology","99","Alyr__16042394","Csativa__XP_010415996"
"1256","TRUE","TRUE","TRUE","TRUE","BC_topology","89","Alyr__16038696","Csativa__XP_010428131 Csativa__XP_010415997"
"1257","TRUE","TRUE","TRUE","TRUE","BC_topology","98","Alyr__16053823","Csativa__XP_010471275 Csativa__XP_010428133"
"1258","TRUE","TRUE","TRUE","TRUE","BC_topology","99","Alyr__16035878","Csativa__XP_010428135 Csativa__XP_010428134 Csativa__XP_010415999"
"1259","TRUE","TRUE","TRUE","TRUE","BC_topology","98","Alyr__16045349","Csativa__XP_010428137 Csativa__XP_010428136 Csativa__XP_010471276"
"1260","TRUE","TRUE","TRUE","TRUE","BC_topology","99","Alyr__16061502","Csativa__XP_010428142"
"1261","TRUE","TRUE","TRUE","FALSE","Other_topology","BS_scoreNA","Alyr__16049416","Csativa__XP_010471480 Csativa__XP_010428147 Csativa__XP_010471284 Bstri__Bostr.10273s0093"
"1262","TRUE","TRUE","TRUE","TRUE","BC_topology","89","Alyr__16039710","Csativa__XP_010471289 Csativa__XP_010428149 Csativa__XP_010419167"
"1263","TRUE","TRUE","TRUE","TRUE","BC_topology","65","Alyr__16061948","Csativa__XP_010416025"
"1264","TRUE","TRUE","TRUE","TRUE","BC_topology","93","Alyr__16065015","Csativa__XP_010428161 Csativa__XP_010471299 Csativa__XP_010416031"
"1265","TRUE","TRUE","TRUE","FALSE","Other_topology","BS_scoreNA","Alyr__16034996","Bstri__Bostr.10273s0079 Csativa__XP_010428169 Csativa__XP_010471303 Csativa__XP_010416035"
"1266","TRUE","TRUE","TRUE","TRUE","BC_topology","97","Alyr__16062387","Csativa__XP_010416074 Csativa__XP_010471345 Csativa__XP_010428199"
"1267","TRUE","TRUE","TRUE","FALSE","Other_topology","BS_scoreNA","Alyr__16054652","Bstri__Bostr.10273s0056 Csativa__XP_010431502 Csativa__XP_010471346 Csativa__XP_010419174"
"1268","TRUE","TRUE","TRUE","TRUE","BC_topology","98","Alyr__16036297","Csativa__XP_010471347 Csativa__XP_010428203"
"1269","TRUE","TRUE","TRUE","TRUE","BC_topology","86","Alyr__16065361","Csativa__XP_010428211"
"1270","TRUE","TRUE","TRUE","FALSE","Other_topology","BS_scoreNA","Alyr__16050920","Bstri__Bostr.10273s0050 Csativa__XP_010471353 Csativa__XP_010428210 Csativa__XP_010416080"
"1271","TRUE","TRUE","TRUE","TRUE","BC_topology","100","Alyr__16061908","Csativa__XP_010471359 Csativa__XP_010416088"
"1272","TRUE","TRUE","TRUE","TRUE","BC_topology","100","Alyr__16039701","Csativa__XP_010471362 Csativa__XP_010416101 Csativa__XP_010428217"
"1273","TRUE","TRUE","TRUE","TRUE","BC_topology","100","Alyr__16049601","Csativa__XP_010428220 Csativa__XP_010416102"
"1274","TRUE","TRUE","TRUE","FALSE","Other_topology","BS_scoreNA","Alyr__16049446","Bstri__Bostr.10273s0035"
"1275","TRUE","TRUE","TRUE","TRUE","BC_topology","70","Alyr__16044462","Csativa__XP_010471381"
"1276","TRUE","TRUE","TRUE","FALSE","Other_topology","BS_scoreNA","Alyr__16062439","Bstri__Bostr.10273s0030"
"1277","TRUE","TRUE","TRUE","TRUE","BC_topology","93","Alyr__16053583","Csativa__XP_010416150"
"1278","TRUE","TRUE","TRUE","FALSE","Other_topology","BS_scoreNA","Alyr__16044639","Bstri__Bostr.10273s0016 Csativa__XP_010428267 Csativa__XP_010471403 Csativa__XP_010416151"
"1279","TRUE","TRUE","TRUE","TRUE","AC_topology","100","Alyr__16057514","Csativa__XP_010416161 Csativa__XP_010416162"
"1280","TRUE","TRUE","TRUE","TRUE","AB_topology","52","Alyr__16062273","Csativa__XP_010471412"
"1281","TRUE","TRUE","TRUE","TRUE","BC_topology","33","Alyr__16065749","Csativa__XP_010428280 Csativa__XP_010416166 Csativa__XP_010471414"
"1282","TRUE","TRUE","TRUE","TRUE","BC_topology","93","Alyr__16040261","Csativa__XP_010471416 Csativa__XP_010428282 Csativa__XP_010419182"
"1283","TRUE","TRUE","TRUE","TRUE","BC_topology","99","Alyr__16065140","Csativa__XP_010416169 Csativa__XP_010471420"
"1284","TRUE","TRUE","TRUE","TRUE","AC_topology","85","Alyr__16063031","Csativa__XP_010428289 Csativa__XP_010416174 Csativa__XP_010471425"
"1285","TRUE","TRUE","TRUE","TRUE","BC_topology","100","Alyr__16065531","Csativa__XP_010471428 Csativa__XP_010416175 Csativa__XP_010428296"
"1286","TRUE","TRUE","TRUE","TRUE","BC_topology","100","Alyr__16065284","Csativa__XP_010471439"
"1287","TRUE","TRUE","TRUE","TRUE","BC_topology","86","Alyr__16034323","Csativa__XP_010428309 Csativa__XP_010416192"
"1288","TRUE","TRUE","TRUE","FALSE","Other_topology","BS_scoreNA","Alyr__16054092","Csativa__XP_010428325 Csativa__XP_010416203 Bstri__Bostr.3288s0028"
"1289","TRUE","TRUE","TRUE","TRUE","BC_topology","65","Alyr__16037924","Csativa__XP_010416206 Csativa__XP_010416207 Csativa__XP_010428326"
"1290","TRUE","TRUE","TRUE","TRUE","BC_topology","94","Alyr__16043184","Csativa__XP_010471469 Csativa__XP_010428338 Csativa__XP_010419183"
"1291","TRUE","TRUE","TRUE","TRUE","BC_topology","89","Alyr__16035663","Csativa__XP_010416218 Csativa__XP_010416216 Csativa__XP_010471473"
"1292","TRUE","TRUE","TRUE","TRUE","BC_topology","45","Alyr__16040062","Csativa__XP_010428348 Csativa__XP_010471477 Csativa__XP_010416222"
"1293","TRUE","TRUE","TRUE","TRUE","BC_topology","83","Alyr__16044089","Csativa__XP_010428354 Csativa__XP_010471484 Csativa__XP_010416226"
"1294","TRUE","TRUE","TRUE","TRUE","BC_topology","99","Alyr__16036634","Csativa__XP_010428355"
"1295","TRUE","TRUE","TRUE","TRUE","BC_topology","89","Alyr__16050682","Csativa__XP_010416231 Csativa__XP_010416230 Csativa__XP_010471489"
"1296","TRUE","TRUE","TRUE","FALSE","Other_topology","BS_scoreNA","Alyr__16065517","Bstri__Bostr.3288s0055 Csativa__XP_010471498 Csativa__XP_010428372 Csativa__XP_010416239"
"1297","TRUE","TRUE","TRUE","TRUE","BC_topology","90","Alyr__16062604","Csativa__XP_010428380 Csativa__XP_010416244"
"1298","TRUE","TRUE","TRUE","TRUE","BC_topology","85","Alyr__16048844","Csativa__XP_010428381 Csativa__XP_010471503"
"1299","TRUE","TRUE","TRUE","TRUE","AC_topology","96","Alyr__16052369","Csativa__XP_010428404 Csativa__XP_010416272"
"1300","TRUE","TRUE","TRUE","TRUE","BC_topology","100","Alyr__16059037","Csativa__XP_010416273 Csativa__XP_010428403 Csativa__XP_010474333"
"1301","TRUE","TRUE","TRUE","TRUE","BC_topology","76","Alyr__16053677","Csativa__XP_010471511 Csativa__XP_010416276 Csativa__XP_010428407"
"1302","TRUE","TRUE","TRUE","TRUE","BC_topology","66","Alyr__16048732","Csativa__XP_010471512"
"1303","TRUE","TRUE","TRUE","TRUE","AC_topology","76","Alyr__16057675","Csativa__XP_010416277 Csativa__XP_010471513"
"1304","TRUE","TRUE","TRUE","TRUE","BC_topology","100","Alyr__16034551","Csativa__XP_010431514 Csativa__XP_010471530"
"1305","TRUE","TRUE","TRUE","TRUE","AB_topology","94","Alyr__16044660","Csativa__XP_010471534 Csativa__XP_010416301"
"1306","TRUE","TRUE","TRUE","TRUE","BC_topology","65","Alyr__16037722","Csativa__XP_010428432"
"1307","TRUE","TRUE","TRUE","TRUE","BC_topology","91","Alyr__16045925","Csativa__XP_010416303 Csativa__XP_010428434 Csativa__XP_010471537"
"1308","TRUE","TRUE","TRUE","TRUE","BC_topology","83","Alyr__16043758","Csativa__XP_010428433 Csativa__XP_010416304"
"1309","TRUE","TRUE","TRUE","TRUE","BC_topology","68","Alyr__16044867","Csativa__XP_010416305 Csativa__XP_010428436"
"1310","TRUE","TRUE","TRUE","FALSE","Other_topology","BS_scoreNA","Alyr__16048402","Csativa__XP_010428437 Csativa__XP_010416307 Csativa__XP_010471539 Bstri__Bostr.3288s0096"
"1311","TRUE","TRUE","TRUE","FALSE","Other_topology","BS_scoreNA","Alyr__16048241","Bstri__Bostr.3288s0104 Csativa__XP_010471549"
"1312","TRUE","TRUE","TRUE","TRUE","BC_topology","100","Alyr__16036766","Csativa__XP_010471554 Csativa__XP_010428452 Csativa__XP_010428453"
"1313","TRUE","TRUE","TRUE","FALSE","Other_topology","BS_scoreNA","Alyr__16050621","Csativa__XP_010416322 Csativa__XP_010416321 Csativa__XP_010471555 Bstri__Bostr.3288s0110"
"1314","TRUE","TRUE","TRUE","TRUE","BC_topology","84","Alyr__16054200","Csativa__XP_010428461 Csativa__XP_010416325 Csativa__XP_010471561"
"1315","TRUE","TRUE","TRUE","TRUE","BC_topology","100","Alyr__16034741","Csativa__XP_010471563 Csativa__XP_010428463"
"1316","TRUE","TRUE","TRUE","TRUE","BC_topology","90","Alyr__16063767","Csativa__XP_010428464 Csativa__XP_010416330 Csativa__XP_010471566"
"1317","TRUE","TRUE","TRUE","TRUE","BC_topology","100","Alyr__16051225","Csativa__XP_010471568"
"1318","TRUE","TRUE","TRUE","TRUE","BC_topology","100","Alyr__16047198","Csativa__XP_010416337 Csativa__XP_010471569 Csativa__XP_010471570"
"1319","TRUE","TRUE","TRUE","TRUE","BC_topology","80","Alyr__16061560","Csativa__XP_010416345 Csativa__XP_010471584 Csativa__XP_010428482"
"1320","TRUE","TRUE","TRUE","TRUE","AC_topology","70","Alyr__16053588","Csativa__XP_010428486"
"1321","TRUE","TRUE","TRUE","TRUE","BC_topology","55","Alyr__16037367","Csativa__XP_010416351 Csativa__XP_010428490 Csativa__XP_010471592"
"1322","TRUE","TRUE","TRUE","FALSE","Other_topology","BS_scoreNA","Alyr__16036759","Alyr__16036759 Athal__AT1G74940"
"1323","TRUE","TRUE","TRUE","TRUE","BC_topology","61","Alyr__16041421","Csativa__XP_010428496 Csativa__XP_010471597 Csativa__XP_010416357"
"1324","TRUE","TRUE","TRUE","TRUE","BC_topology","87","Alyr__16050123","Csativa__XP_010419207 Csativa__XP_010428497"
"1325","TRUE","TRUE","TRUE","TRUE","BC_topology","74","Alyr__16062978","Csativa__XP_010416358 Csativa__XP_010428499 Csativa__XP_010471598"
"1326","TRUE","TRUE","TRUE","TRUE","BC_topology","99","Alyr__16058573","Csativa__XP_010416359"
"1327","TRUE","TRUE","TRUE","FALSE","AB_topology","49","Alyr__16037401","Alyr__16037401 Athal__AT1G75160 Bstri__Bostr.3288s0164"
"1328","TRUE","TRUE","TRUE","FALSE","Other_topology","BS_scoreNA","Alyr__16065548","Csativa__XP_010416388 Csativa__XP_010416387 Bstri__Bostr.3288s0168"
"1329","TRUE","TRUE","TRUE","FALSE","Other_topology","BS_scoreNA","Alyr__16038824","Bstri__Bostr.3288s0174 Csativa__XP_010428537 Csativa__XP_010471634 Csativa__XP_010419210"
"1330","TRUE","TRUE","TRUE","TRUE","AC_topology","34","Alyr__16057101","Csativa__XP_010428551 Csativa__XP_010471642 Csativa__XP_010416412"
"1331","TRUE","TRUE","TRUE","TRUE","BC_topology","99","Alyr__16047242","Csativa__XP_010416413 Csativa__XP_010471644 Csativa__XP_010428552"
"1332","TRUE","TRUE","TRUE","TRUE","BC_topology","100","Alyr__16054744","Csativa__XP_010416418 Csativa__XP_010471646 Csativa__XP_010428558"
"1333","FALSE","TRUE","TRUE","TRUE","BC_topology","54","Many_sisters","Csativa__XP_010471662 Csativa__XP_010416439 Csativa__XP_010428577"
"1334","TRUE","TRUE","TRUE","TRUE","BC_topology","100","Alyr__16057260","Csativa__XP_010471665 Csativa__XP_010416444"
"1335","FALSE","TRUE","TRUE","TRUE","BC_topology","73","Many_sisters","Csativa__XP_010431528 Csativa__XP_010419214 Csativa__XP_010471666"
"1336","TRUE","TRUE","TRUE","FALSE","Other_topology","BS_scoreNA","Alyr__16064349","Bstri__Bostr.3288s0206 Csativa__XP_010428581 Csativa__XP_010471667 Csativa__XP_010416445"
"1337","FALSE","TRUE","FALSE","TRUE","BC_topology","66","Many_sisters","Csativa__XP_010416447 Csativa__XP_010471671"
"1338","FALSE","TRUE","TRUE","FALSE","Other_topology","BS_scoreNA","Many_sisters","Bstri__Bostr.23378s0003"
"1339","TRUE","TRUE","TRUE","TRUE","BC_topology","100","Alyr__16053353","Csativa__XP_010416465 Csativa__XP_010428604"
"1340","TRUE","TRUE","TRUE","FALSE","Other_topology","BS_scoreNA","Alyr__16062413","Csativa__XP_010416484 Bstri__Bostr.20129s0013"
"1341","TRUE","TRUE","TRUE","TRUE","BC_topology","100","Alyr__16047816","Csativa__XP_010428620 Csativa__XP_010471716 Csativa__XP_010471715"
"1342","TRUE","TRUE","TRUE","TRUE","BC_topology","98","Alyr__16046088","Csativa__XP_010419219 Csativa__XP_010428636"
"1343","TRUE","TRUE","TRUE","TRUE","AC_topology","66","Alyr__16041201","Csativa__XP_010428640 Csativa__XP_010471741 Csativa__XP_010416499"
"1344","TRUE","TRUE","TRUE","TRUE","BC_topology","88","Alyr__16045279","Csativa__XP_010471743 Csativa__XP_010416501"
"1345","TRUE","TRUE","TRUE","TRUE","BC_topology","98","Alyr__16060534","Csativa__XP_010428645 Csativa__XP_010416505"
"1346","FALSE","TRUE","TRUE","FALSE","Other_topology","BS_scoreNA","Many_sisters","Bstri__Bostr.20129s0041"
"1347","TRUE","TRUE","TRUE","TRUE","BC_topology","78","Alyr__16058566","Csativa__XP_010471756 Csativa__XP_010416518 Csativa__XP_010428658"
"1348","TRUE","TRUE","TRUE","TRUE","BC_topology","100","Alyr__16057263","Csativa__XP_010471757 Csativa__XP_010428659 Csativa__XP_010416519"
"1349","TRUE","TRUE","TRUE","TRUE","BC_topology","100","Alyr__16061462","Csativa__XP_010471760 Csativa__XP_010428662 Csativa__XP_010416521"
"1350","TRUE","TRUE","TRUE","TRUE","BC_topology","81","Alyr__16044458","Csativa__XP_010471764"
"1351","TRUE","TRUE","TRUE","TRUE","BC_topology","99","Alyr__16058107","Csativa__XP_010416531 Csativa__XP_010471771 Csativa__XP_010428673"
"1352","TRUE","TRUE","TRUE","TRUE","BC_topology","66","Alyr__16038667","Csativa__XP_010471772 Csativa__XP_010428674 Csativa__XP_010416532"
"1353","TRUE","TRUE","TRUE","TRUE","BC_topology","96","Alyr__16057090","Csativa__XP_010416535 Csativa__XP_010428676 Csativa__XP_010471773"
"1354","TRUE","TRUE","TRUE","TRUE","BC_topology","98","Alyr__16056131","Csativa__XP_010416536 Csativa__XP_010471774"
"1355","TRUE","TRUE","TRUE","TRUE","AC_topology","100","Alyr__16066138","Csativa__XP_010471779 Csativa__XP_010416541 Csativa__XP_010428683"
"1356","TRUE","TRUE","TRUE","TRUE","BC_topology","100","Alyr__16038815","Csativa__XP_010416555 Csativa__XP_010428697"
"1357","TRUE","TRUE","TRUE","TRUE","BC_topology","50","Alyr__16064389","Csativa__XP_010416560 Csativa__XP_010428700"
"1358","TRUE","TRUE","TRUE","FALSE","Other_topology","BS_scoreNA","Alyr__16040039","Bstri__Bostr.20129s0078 Csativa__XP_010471794 Csativa__XP_010428701 Csativa__XP_010416561"
"1359","TRUE","TRUE","TRUE","TRUE","BC_topology","78","Alyr__16047183","Csativa__XP_010471795 Csativa__XP_010416562"
"1360","TRUE","TRUE","TRUE","TRUE","BC_topology","70","Alyr__16035459","Csativa__XP_010431536 Csativa__XP_010416567"
"1361","TRUE","TRUE","TRUE","FALSE","Other_topology","BS_scoreNA","Alyr__16047298","Bstri__Bostr.20129s0089 Csativa__XP_010471803 Csativa__XP_010428713 Csativa__XP_010416570"
"1362","TRUE","TRUE","TRUE","TRUE","BC_topology","94","Alyr__16045312","Csativa__XP_010428724 Csativa__XP_010471815 Csativa__XP_010416580"
"1363","TRUE","TRUE","TRUE","TRUE","BC_topology","98","Alyr__16052430","Csativa__XP_010416581 Csativa__XP_010471816 Csativa__XP_010428725"
"1364","TRUE","TRUE","TRUE","TRUE","BC_topology","95","Alyr__16037843","Csativa__XP_010428726 Csativa__XP_010471817 Csativa__XP_010471818"
"1365","TRUE","TRUE","TRUE","TRUE","BC_topology","100","Alyr__16066108","Csativa__XP_010471838 Csativa__XP_010416601 Csativa__XP_010428747"
"1366","TRUE","TRUE","TRUE","TRUE","BC_topology","93","Alyr__16053994","Csativa__XP_010416611 Csativa__XP_010428752 Csativa__XP_010474373"
"1367","TRUE","TRUE","TRUE","TRUE","BC_topology","100","Alyr__16042489","Csativa__XP_010471850 Csativa__XP_010428754"
"1368","TRUE","TRUE","TRUE","TRUE","BC_topology","50","Alyr__16054037","Csativa__XP_010416616 Csativa__XP_010471853"
"1369","TRUE","TRUE","TRUE","FALSE","Other_topology","BS_scoreNA","Alyr__16037442","Bstri__Bostr.20129s0133 Csativa__XP_010471860 Csativa__XP_010471861"
"1370","TRUE","TRUE","TRUE","TRUE","BC_topology","89","Alyr__16064583","Csativa__XP_010471872"
"1371","TRUE","TRUE","TRUE","TRUE","BC_topology","100","Alyr__16037602","Csativa__XP_010471876 Csativa__XP_010428777 Csativa__XP_010416636"
"1372","TRUE","TRUE","TRUE","TRUE","BC_topology","79","Alyr__16058429","Csativa__XP_010428781 Csativa__XP_010416641 Csativa__XP_010471900"
"1373","TRUE","TRUE","TRUE","FALSE","Other_topology","BS_scoreNA","Alyr__16048788","Bstri__Bostr.20129s0149"
"1374","TRUE","TRUE","TRUE","TRUE","BC_topology","100","Alyr__16041654","Csativa__XP_010471903 Csativa__XP_010416648 Csativa__XP_010428784"
"1375","TRUE","TRUE","TRUE","TRUE","BC_topology","100","Alyr__16045992","Csativa__XP_010428798"
"1376","TRUE","TRUE","TRUE","TRUE","BC_topology","88","Alyr__16062648","Csativa__XP_010474376 Csativa__XP_010416660"
"1377","TRUE","TRUE","TRUE","TRUE","BC_topology","91","Alyr__16062453","Csativa__XP_010428799 Csativa__XP_010471913"
"1378","TRUE","TRUE","TRUE","TRUE","BC_topology","99","Alyr__16063112","Csativa__XP_010471925"
"1379","TRUE","TRUE","TRUE","TRUE","AB_topology","33","Alyr__16053280","Csativa__XP_010416673"
"1380","TRUE","TRUE","TRUE","TRUE","BC_topology","91","Alyr__16056682","Csativa__XP_010416681 Csativa__XP_010471933 Csativa__XP_010428820"
