Analysis,Order,Athal_seq,Crub_seq,Agroup_monophyly,Crubub_Cgrand_monophyly,Csat_monophyly,C_group_monophyly,Topology,Topology_loose,Bootstrap_Support,Scaffold,Start,Stop,Middle
Nuclear_RetDups,630,AtAT1G58080.1,Cr10020604,FALSE,TRUE,TRUE,TRUE,BC_topology,BC_topology,95,2,2911345,2914918,2913131.5
Nuclear,969,Athal__AT1G58070,Crub__Carubv10021763m,TRUE,TRUE,TRUE,TRUE,AB_topology,AB_topology,100,2,2915318,2916124,2915721
Nuclear,968,Athal__AT1G57790,Crub__Carubv10020502m,TRUE,TRUE,TRUE,TRUE,BC_topology,BC_topology,62,2,3036658,3038506,3037582
Nuclear_RetDups,519,AtAT1G57720.2_AtAT1G57720.1,Cr10020374,TRUE,TRUE,TRUE,TRUE,BC_topology,BC_topology,83,2,3094497,3097188,3095842.5
Nuclear,967,Athal__AT1G57560,Crub__Carubv10020714m,TRUE,TRUE,TRUE,TRUE,BC_topology,BC_topology,86,2,3203277,3204597,3203937
Nuclear,966,Athal__AT1G56710,Crub__Carubv10022386m,TRUE,TRUE,TRUE,TRUE,BC_topology,BC_topology,74,2,3273941,3275618,3274779.5
Nuclear,965,Athal__AT1G56670,Crub__Carubv10020428m,TRUE,TRUE,TRUE,FALSE,Other_topology,BC_topology,80,2,3286962,3289177,3288069.5
Nuclear_RetDups,417,AtAT1G56600.1,Cr10020539,TRUE,TRUE,TRUE,TRUE,BC_topology,BC_topology,58,2,3328949,3330673,3329811
Nuclear,964,Athal__AT1G56560,Crub__Carubv10020003m,TRUE,TRUE,TRUE,TRUE,AC_topology,AC_topology,81,2,3348460,3351607,3350033.5
Nuclear,963,Athal__AT1G56550,Crub__Carubv10021691m,TRUE,TRUE,TRUE,TRUE,AC_topology,AC_topology,81,2,3392943,3394873,3393908
Nuclear,962,Athal__AT1G56500,Crub__Carubv10021909m,TRUE,TRUE,TRUE,TRUE,AC_topology,AC_topology,86,2,3482912,3490690,3486801
Nuclear,961,Athal__AT1G56430,Crub__Carubv10022181m,TRUE,TRUE,TRUE,TRUE,BC_topology,BC_topology,53,2,3572892,3573872,3573382
Nuclear,960,Athal__AT1G56423,Crub__Carubv10020833m,TRUE,TRUE,TRUE,TRUE,BC_topology,BC_topology,56,2,3584249,3586132,3585190.5
Nuclear,959,Athal__AT1G56420,Crub__Carubv10020998m,TRUE,TRUE,TRUE,TRUE,AC_topology,AC_topology,64,2,3592483,3594234,3593358.5
Nuclear,958,Athal__AT1G56350,Crub__Carubv10020243m,TRUE,TRUE,TRUE,TRUE,BC_topology,BC_topology,93,2,3615144,3617850,3616497
Nuclear,957,Athal__AT1G56320,Crub__Carubv10021493m,TRUE,TRUE,TRUE,FALSE,Other_topology,BC_topology,94,2,3631289,3631587,3631438
Nuclear,956,Athal__AT1G56210,Crub__Carubv10020521m,TRUE,TRUE,TRUE,TRUE,BC_topology,BC_topology,95,2,3721850,3723323,3722586.5
Nuclear,935,Athal__AT1G55020,Crub__Carubv10019783m,TRUE,TRUE,TRUE,TRUE,BC_topology,BC_topology,75,2,3779192,3783680,3781436
Nuclear_RetDups,19,AtAT1G54960,Cr10019920,TRUE,TRUE,TRUE,TRUE,BC_topology,BC_topology,96,2,3845419,3849529,3847474
Nuclear_RetDups,416,AtAT1G54940.1,Cr10021810,TRUE,TRUE,TRUE,TRUE,BC_topology,BC_topology,88,2,4026277,4028960,4027618.5
Nuclear,934,Athal__AT1G54850,Crub__Carubv10020913m,TRUE,TRUE,TRUE,TRUE,BC_topology,BC_topology,100,2,4126819,4128667,4127743
Nuclear,933,Athal__AT1G54820,Crub__Carubv10020254m,TRUE,TRUE,TRUE,TRUE,BC_topology,BC_topology,100,2,4136312,4139913,4138112.5
Nuclear,932,Athal__AT1G54780,Crub__Carubv10020648m,TRUE,TRUE,TRUE,TRUE,AC_topology,AC_topology,46,2,4197300,4200594,4198947
Nuclear,931,Athal__AT1G54740,Crub__Carubv10020764m,TRUE,TRUE,TRUE,TRUE,BC_topology,BC_topology,90,2,4204517,4205769,4205143
Nuclear,930,Athal__AT1G54540,Crub__Carubv10020873m,TRUE,TRUE,TRUE,TRUE,BC_topology,BC_topology,88,2,4659779,4660545,4660162
Nuclear,929,Athal__AT1G54530,Crub__Carubv10022260m,TRUE,TRUE,TRUE,TRUE,BC_topology,BC_topology,63,2,4683574,4683957,4683765.5
Nuclear,928,Athal__AT1G54450,Crub__Carubv10021330m,TRUE,TRUE,TRUE,FALSE,Other_topology,BC_topology,81,2,4945243,4948091,4946667
Nuclear,927,Athal__AT1G54400,Crub__Carubv10021021m,TRUE,TRUE,TRUE,TRUE,BC_topology,BC_topology,83,2,5217163,5218336,5217749.5
Nuclear,1084,Athal__AT1G64880,Crub__Carubv10021454m,TRUE,TRUE,TRUE,FALSE,Other_topology,AC_topology,96,2,5896425,5899685,5898055
Nuclear,1085,Athal__AT1G65030,Crub__Carubv10020592m,TRUE,TRUE,TRUE,FALSE,Other_topology,AC_topology,59,2,6347588,6349514,6348551
Nuclear,1086,Athal__AT1G65080,Crub__Carubv10020136m,FALSE,TRUE,TRUE,TRUE,BC_topology,BC_topology,99,2,6481328,6486871,6484099.5
Nuclear,1087,Athal__AT1G65240,Crub__Carubv10020224m,TRUE,TRUE,TRUE,TRUE,AC_topology,AC_topology,88,2,6868524,6871057,6869790.5
Nuclear,1088,Athal__AT1G65295,Crub__Carubv10021174m,TRUE,TRUE,FALSE,FALSE,Other_topology,BC_topology,69,2,6997212,6998862,6998037
Nuclear,1089,Athal__AT1G65320,Crub__Carubv10020346m,TRUE,TRUE,TRUE,TRUE,BC_topology,BC_topology,66,2,6999799,7003280,7001539.5
Nuclear,1090,Athal__AT1G65410,Crub__Carubv10020598m,TRUE,TRUE,TRUE,TRUE,BC_topology,BC_topology,45,2,7125988,7129516,7127752
Nuclear,1091,Athal__AT1G65430,Crub__Carubv10020067m,TRUE,TRUE,TRUE,TRUE,BC_topology,BC_topology,92,2,7150055,7155222,7152638.5
Nuclear,1092,Athal__AT1G65450,Crub__Carubv10022464m,TRUE,TRUE,TRUE,TRUE,AC_topology,AC_topology,58,2,7170178,7173218,7171698
Nuclear,1093,Athal__AT1G65540,Crub__Carubv10021982m,TRUE,TRUE,TRUE,TRUE,BC_topology,BC_topology,100,2,7295407,7299823,7297615
Nuclear,1094,Athal__AT1G65560,Crub__Carubv10020562m,TRUE,TRUE,TRUE,FALSE,Other_topology,BC_topology,100,2,7301440,7303736,7302588
Nuclear,1095,Athal__AT1G65570,Crub__Carubv10022424m,TRUE,TRUE,TRUE,TRUE,BC_topology,BC_topology,54,2,7307534,7309942,7308738
Nuclear,1096,Athal__AT1G65650,Crub__Carubv10020640m,TRUE,TRUE,TRUE,TRUE,AB_topology,AB_topology,81,2,7375694,7378254,7376974
Nuclear,1097,Athal__AT1G65690,Crub__Carubv10020710m,TRUE,TRUE,TRUE,TRUE,AC_topology,AC_topology,82,2,7388264,7390123,7389193.5
Nuclear,1098,Athal__AT1G65710,Crub__Carubv10020174m,TRUE,TRUE,TRUE,TRUE,BC_topology,BC_topology,74,2,7395492,7397003,7396247.5
Nuclear,1939,Athal__AT2G34980,Crub__Carubv10021698m,TRUE,TRUE,TRUE,FALSE,Other_topology,BC_topology,95,2,7710815,7711384,7711099.5
Nuclear,1099,Athal__AT1G66080,Crub__Carubv10020900m,TRUE,TRUE,TRUE,TRUE,AC_topology,AC_topology,83,2,7732866,7735478,7734172
Nuclear,1100,Athal__AT1G66110,Crub__Carubv10021885m,TRUE,TRUE,TRUE,TRUE,AC_topology,AC_topology,99,2,7738462,7739686,7739074
Nuclear,1101,Athal__AT1G66130,Crub__Carubv10020532m,TRUE,TRUE,TRUE,TRUE,AB_topology,AB_topology,57,2,7741846,7744264,7743055
Nuclear,1102,Athal__AT1G66140,Crub__Carubv10020811m,TRUE,TRUE,TRUE,TRUE,BC_topology,BC_topology,96,2,7751007,7753132,7752069.5
Nuclear,1103,Athal__AT1G66150,Crub__Carubv10019739m,TRUE,TRUE,TRUE,TRUE,BC_topology,BC_topology,68,2,7770218,7773675,7771946.5
Nuclear,1104,Athal__AT1G66210,Crub__Carubv10021953m,TRUE,TRUE,TRUE,TRUE,BC_topology,BC_topology,100,2,7805226,7808060,7806643
Nuclear,1105,Athal__AT1G66220,Crub__Carubv10021900m,TRUE,TRUE,TRUE,TRUE,BC_topology,BC_topology,99,2,7810281,7813073,7811677
Nuclear,1106,Athal__AT1G66245,Crub__Carubv10021424m,TRUE,TRUE,TRUE,TRUE,BC_topology,BC_topology,96,2,7825594,7826412,7826003
Nuclear,1107,Athal__AT1G66340,Crub__Carubv10019861m,TRUE,TRUE,TRUE,TRUE,BC_topology,BC_topology,83,2,7877014,7881817,7879415.5
Nuclear,1108,Athal__AT1G66350,Crub__Carubv10020171m,FALSE,TRUE,TRUE,TRUE,BC_topology,BC_topology,100,2,7902104,7903970,7903037
Nuclear_RetDups,316,AtAT1G66460,Cr10020169,TRUE,TRUE,TRUE,TRUE,BC_topology,BC_topology,100,2,7956761,7959553,7958157
Nuclear,1109,Athal__AT1G66470,Crub__Carubv10021322m,TRUE,TRUE,TRUE,FALSE,Other_topology,BC_topology,51,2,7963325,7964617,7963971
Nuclear,1110,Athal__AT1G66680,Crub__Carubv10020434m,TRUE,TRUE,TRUE,TRUE,BC_topology,BC_topology,83,2,8122992,8125883,8124437.5
Nuclear,1111,Athal__AT1G66810,Crub__Carubv10020655m,TRUE,TRUE,TRUE,TRUE,BC_topology,BC_topology,49,2,8199939,8201382,8200660.5
Nuclear,1112,Athal__AT1G66830,Crub__Carubv10019896m,TRUE,TRUE,TRUE,TRUE,BC_topology,BC_topology,100,2,8205233,8207494,8206363.5
Nuclear,1113,Athal__AT1G66850,Crub__Carubv10022343m,TRUE,TRUE,TRUE,FALSE,Other_topology,BC_topology,46,2,8213266,8213574,8213420
Nuclear,1114,Athal__AT1G66890,Crub__Carubv10021075m,TRUE,TRUE,TRUE,TRUE,AC_topology,AC_topology,68,2,8232884,8233751,8233317.5
Nuclear,1115,Athal__AT1G66900,Crub__Carubv10020782m,TRUE,TRUE,TRUE,FALSE,AB_topology,AB_topology,59,2,8234646,8237171,8235908.5
Nuclear,1116,Athal__AT1G67030,Crub__Carubv10022163m,TRUE,TRUE,TRUE,TRUE,BC_topology,BC_topology,77,2,8305913,8306500,8306206.5
Nuclear,1117,Athal__AT1G67050,Crub__Carubv10020794m,TRUE,TRUE,FALSE,TRUE,BC_topology,BC_topology,89,2,8325998,8327286,8326642
Nuclear,1118,Athal__AT1G67060,Crub__Carubv10020884m,TRUE,TRUE,TRUE,TRUE,AC_topology,AC_topology,56,2,8332914,8335675,8334294.5
Nuclear,1119,Athal__AT1G67070,Crub__Carubv10021870m,TRUE,TRUE,TRUE,TRUE,BC_topology,BC_topology,100,2,8338980,8341110,8340045
Nuclear,1120,Athal__AT1G67080,Crub__Carubv10020908m,TRUE,TRUE,TRUE,TRUE,BC_topology,BC_topology,68,2,8342520,8344249,8343384.5
Nuclear,1121,Athal__AT1G67170,Crub__Carubv10020518m,TRUE,TRUE,TRUE,TRUE,AC_topology,AC_topology,82,2,8423474,8425694,8424584
Nuclear,1122,Athal__AT1G67220,Crub__Carubv10022194m,TRUE,TRUE,TRUE,TRUE,BC_topology,BC_topology,100,2,8443370,8448247,8445808.5
Nuclear,1123,Athal__AT1G67340,Crub__Carubv10020405m,TRUE,TRUE,TRUE,TRUE,BC_topology,BC_topology,96,2,8527494,8529826,8528660
Nuclear,1124,Athal__AT1G67410,Crub__Carubv10020184m,TRUE,TRUE,TRUE,TRUE,AB_topology,AB_topology,56,2,8569186,8571535,8570360.5
Nuclear,1125,Athal__AT1G67440,Crub__Carubv10022410m,TRUE,TRUE,TRUE,FALSE,Other_topology,BC_topology,71,2,8581830,8583482,8582656
Nuclear,1126,Athal__AT1G67510,Crub__Carubv10019872m,TRUE,TRUE,TRUE,TRUE,BC_topology,BC_topology,86,2,8612444,8615377,8613910.5
Nuclear,1127,Athal__AT1G67550,Crub__Carubv10021273m,TRUE,TRUE,TRUE,TRUE,BC_topology,BC_topology,99,2,8634306,8639031,8636668.5
Nuclear,1128,Athal__AT1G67560,Crub__Carubv10019745m,TRUE,TRUE,TRUE,TRUE,BC_topology,BC_topology,96,2,8641686,8646112,8643899
Nuclear,1129,Athal__AT1G67570,Crub__Carubv10021714m,TRUE,TRUE,TRUE,TRUE,BC_topology,BC_topology,52,2,8652694,8654330,8653512
Nuclear,1130,Athal__AT1G67630,Crub__Carubv10019947m,TRUE,TRUE,TRUE,FALSE,Other_topology,BC_topology,96,2,8670834,8674731,8672782.5
Nuclear,1131,Athal__AT1G67710,Crub__Carubv10020133m,TRUE,TRUE,TRUE,TRUE,BC_topology,BC_topology,83,2,8721552,8723988,8722770
Nuclear,1132,Athal__AT1G67820,Crub__Carubv10021462m,TRUE,TRUE,TRUE,FALSE,Other_topology,AC_topology,72,2,8793867,8795366,8794616.5
Nuclear,1133,Athal__AT1G67830,Crub__Carubv10020484m,TRUE,TRUE,TRUE,TRUE,BC_topology,BC_topology,97,2,8794564,8797023,8795793.5
Nuclear,1134,Athal__AT1G67930,Crub__Carubv10019800m,TRUE,TRUE,TRUE,TRUE,AC_topology,AC_topology,93,2,8839998,8843465,8841731.5
Nuclear,1135,Athal__AT1G67940,Crub__Carubv10020815m,TRUE,TRUE,TRUE,TRUE,AB_topology,AB_topology,52,2,8845263,8847864,8846563.5
Nuclear,1136,Athal__AT1G67960,Crub__Carubv10019980m,TRUE,TRUE,TRUE,TRUE,BC_topology,BC_topology,100,2,8848295,8852132,8850213.5
Nuclear,1137,Athal__AT1G68030,Crub__Carubv10021620m,TRUE,TRUE,TRUE,TRUE,BC_topology,BC_topology,99,2,8872327,8873567,8872947
Nuclear,1138,Athal__AT1G68040,Crub__Carubv10022430m,TRUE,TRUE,TRUE,TRUE,BC_topology,BC_topology,100,2,8874914,8876684,8875799
Nuclear,1139,Athal__AT1G68070,Crub__Carubv10020579m,TRUE,TRUE,TRUE,FALSE,AB_topology,AB_topology,53,2,8887200,8889036,8888118
Nuclear,1140,Athal__AT1G68090,Crub__Carubv10022100m,TRUE,TRUE,TRUE,TRUE,BC_topology,BC_topology,73,2,8894073,8895423,8894748
Nuclear,1141,Athal__AT1G68100,Crub__Carubv10020247m,TRUE,TRUE,TRUE,FALSE,Other_topology,BC_topology,94,2,8895916,8899043,8897479.5
Nuclear,1142,Athal__AT1G68110,Crub__Carubv10021734m,TRUE,TRUE,TRUE,TRUE,BC_topology,BC_topology,65,2,8899247,8900368,8899807.5
Nuclear,1143,Athal__AT1G68220,Crub__Carubv10020863m,TRUE,TRUE,TRUE,TRUE,BC_topology,BC_topology,65,2,8946003,8947511,8946757
Nuclear,1144,Athal__AT1G68238,Crub__Carubv10021257m,TRUE,TRUE,TRUE,TRUE,BC_topology,BC_topology,64,2,8949947,8950280,8950113.5
Nuclear,1145,Athal__AT1G68290,Crub__Carubv10021846m,TRUE,TRUE,TRUE,TRUE,BC_topology,BC_topology,97,2,8964358,8965921,8965139.5
Nuclear,1146,Athal__AT1G68320,Crub__Carubv10021411m,TRUE,TRUE,TRUE,TRUE,BC_topology,BC_topology,100,2,8977150,8978221,8977685.5
Nuclear,1147,Athal__AT1G68330,Crub__Carubv10020791m,TRUE,TRUE,TRUE,TRUE,BC_topology,BC_topology,89,2,8988565,8989709,8989137
Nuclear,1148,Athal__AT1G68350,Crub__Carubv10021655m,TRUE,TRUE,TRUE,TRUE,AB_topology,AB_topology,73,2,8995702,8996184,8995943
Nuclear,1149,Athal__AT1G68400,Crub__Carubv10019909m,TRUE,TRUE,TRUE,TRUE,AC_topology,AC_topology,51,2,9021796,9024940,9023368
Nuclear,1150,Athal__AT1G68430,Crub__Carubv10021101m,TRUE,TRUE,TRUE,TRUE,BC_topology,BC_topology,65,2,9030761,9031359,9031060
Nuclear,1151,Athal__AT1G68440,Crub__Carubv10020686m,TRUE,TRUE,TRUE,TRUE,BC_topology,BC_topology,59,2,9040550,9041760,9041155
Nuclear,1152,Athal__AT1G68450,Crub__Carubv10021516m,TRUE,TRUE,TRUE,TRUE,BC_topology,BC_topology,99,2,9044485,9044931,9044708
Nuclear,1153,Athal__AT1G68470,Crub__Carubv10020285m,TRUE,TRUE,TRUE,TRUE,BC_topology,BC_topology,100,2,9057280,9059022,9058151
Nuclear,1154,Athal__AT1G68480,Crub__Carubv10021883m,TRUE,TRUE,TRUE,TRUE,BC_topology,BC_topology,82,2,9064474,9067371,9065922.5
Nuclear,1155,Athal__AT1G68500,Crub__Carubv10021210m,FALSE,TRUE,TRUE,TRUE,BC_topology,BC_topology,92,2,9080593,9081117,9080855
Nuclear,1156,Athal__AT1G68510,Crub__Carubv10022391m,TRUE,TRUE,TRUE,FALSE,Other_topology,BC_topology,88,2,9086189,9087179,9086684
Nuclear,1157,Athal__AT1G68570,Crub__Carubv10020013m,TRUE,TRUE,TRUE,TRUE,BC_topology,BC_topology,100,2,9128262,9131598,9129930
Nuclear,1158,Athal__AT1G68620,Crub__Carubv10020617m,TRUE,TRUE,TRUE,TRUE,BC_topology,BC_topology,61,2,9145287,9146550,9145918.5
Nuclear,1159,Athal__AT1G68640,Crub__Carubv10021345m,TRUE,TRUE,TRUE,TRUE,BC_topology,BC_topology,84,2,9149207,9151995,9150601
Nuclear,1160,Athal__AT1G68700,Crub__Carubv10021342m,FALSE,TRUE,TRUE,TRUE,Other_topology,AC_topology,67,2,9173499,9173822,9173660.5
Nuclear,1161,Athal__AT1G68720,Crub__Carubv10019688m,TRUE,TRUE,TRUE,TRUE,BC_topology,BC_topology,75,2,9186185,9190962,9188573.5
Nuclear,1162,Athal__AT1G68760,Crub__Carubv10021956m,TRUE,TRUE,TRUE,TRUE,BC_topology,BC_topology,46,2,9217144,9217675,9217409.5
Nuclear,1163,Athal__AT1G68780,Crub__Carubv10020318m,TRUE,TRUE,TRUE,TRUE,BC_topology,BC_topology,100,2,9224902,9227131,9226016.5
Nuclear,1164,Athal__AT1G68800,Crub__Carubv10020487m,TRUE,TRUE,TRUE,TRUE,BC_topology,BC_topology,100,2,9241150,9242575,9241862.5
Nuclear,1165,Athal__AT1G68810,Crub__Carubv10020515m,TRUE,TRUE,TRUE,TRUE,BC_topology,BC_topology,70,2,9255122,9257236,9256179
Nuclear,1166,Athal__AT1G68820,Crub__Carubv10020233m,TRUE,TRUE,TRUE,TRUE,BC_topology,BC_topology,99,2,9260316,9263774,9262045
Nuclear,1167,Athal__AT1G68830,Crub__Carubv10022188m,TRUE,TRUE,TRUE,TRUE,BC_topology,BC_topology,75,2,9268659,9271528,9270093.5
Nuclear,1168,Athal__AT1G68850,Crub__Carubv10020513m,TRUE,TRUE,TRUE,TRUE,BC_topology,BC_topology,100,2,9279770,9281260,9280515
Nuclear,1169,Athal__AT1G68870,Crub__Carubv10021384m,TRUE,TRUE,TRUE,TRUE,AB_topology,AB_topology,61,2,9285361,9285810,9285585.5
Nuclear,1170,Athal__AT1G68875,Crub__Carubv10022044m,TRUE,TRUE,TRUE,TRUE,BC_topology,BC_topology,97,2,9296431,9296859,9296645
Nuclear,1171,Athal__AT1G68880,Crub__Carubv10022082m,TRUE,TRUE,TRUE,TRUE,BC_topology,BC_topology,65,2,9298845,9299237,9299041
Nuclear,1172,Athal__AT1G68890,Crub__Carubv10021453m,TRUE,TRUE,TRUE,TRUE,BC_topology,BC_topology,100,2,9302495,9312310,9307402.5
Nuclear,1173,Athal__AT1G68930,Crub__Carubv10022169m,TRUE,TRUE,TRUE,TRUE,AC_topology,AC_topology,97,2,9324332,9326563,9325447.5
Nuclear,1174,Athal__AT1G69020,Crub__Carubv10021611m,TRUE,TRUE,TRUE,TRUE,BC_topology,BC_topology,100,2,9346116,9349477,9347796.5
Nuclear,1175,Athal__AT1G69070,Crub__Carubv10019758m,TRUE,TRUE,TRUE,TRUE,BC_topology,BC_topology,100,2,9370341,9376796,9373568.5
Nuclear,1176,Athal__AT1G69120,Crub__Carubv10022005m,TRUE,TRUE,TRUE,FALSE,Other_topology,AC_topology,64,2,9381922,9386044,9383983
Nuclear,1177,Athal__AT1G69180,Crub__Carubv10021641m,TRUE,TRUE,TRUE,FALSE,Other_topology,BC_topology,66,2,9410902,9412169,9411535.5
Nuclear,1178,Athal__AT1G69240,Crub__Carubv10021332m,TRUE,TRUE,TRUE,TRUE,BC_topology,BC_topology,96,2,9433804,9435543,9434673.5
Nuclear,1179,Athal__AT1G69260,Crub__Carubv10020599m,TRUE,TRUE,TRUE,TRUE,BC_topology,BC_topology,88,2,9444090,9448008,9446049
Nuclear,1180,Athal__AT1G69270,Crub__Carubv10021478m,TRUE,TRUE,TRUE,TRUE,BC_topology,BC_topology,91,2,9445984,9447660,9446822
Nuclear,1181,Athal__AT1G69295,Crub__Carubv10020897m,TRUE,TRUE,TRUE,TRUE,BC_topology,BC_topology,91,2,9458055,9460015,9459035
Nuclear,1182,Athal__AT1G69350,Crub__Carubv10022402m,TRUE,TRUE,TRUE,TRUE,BC_topology,BC_topology,100,2,9478299,9480656,9479477.5
Nuclear,1183,Athal__AT1G69370,Crub__Carubv10020675m,TRUE,TRUE,TRUE,TRUE,BC_topology,BC_topology,90,2,9489361,9492613,9490987
Nuclear,1184,Athal__AT1G69390,Crub__Carubv10021292m,TRUE,TRUE,TRUE,TRUE,BC_topology,BC_topology,100,2,9493139,9495075,9494107
Nuclear,1185,Athal__AT1G69430,Crub__Carubv10020641m,TRUE,TRUE,TRUE,TRUE,BC_topology,BC_topology,61,2,9507628,9508993,9508310.5
Nuclear,1186,Athal__AT1G69460,Crub__Carubv10020722m,TRUE,TRUE,TRUE,TRUE,AC_topology,AC_topology,62,2,9526770,9528327,9527548.5
Nuclear,1187,Athal__AT1G69470,Crub__Carubv10022293m,TRUE,TRUE,TRUE,TRUE,AC_topology,AC_topology,66,2,9528502,9528945,9528723.5
Nuclear,1188,Athal__AT1G69490,Crub__Carubv10020776m,TRUE,TRUE,TRUE,TRUE,BC_topology,BC_topology,66,2,9537962,9539352,9538657
Nuclear,1189,Athal__AT1G69500,Crub__Carubv10020091m,TRUE,TRUE,TRUE,TRUE,AC_topology,AC_topology,47,2,9539923,9541939,9540931
Nuclear,1190,Athal__AT1G69588,Crub__Carubv10021295m,TRUE,TRUE,TRUE,TRUE,AC_topology,AC_topology,47,2,9610496,9610870,9610683
Nuclear,1191,Athal__AT1G69690,Crub__Carubv10020637m,TRUE,TRUE,TRUE,TRUE,AC_topology,AC_topology,55,2,9651126,9652984,9652055
Nuclear,1192,Athal__AT1G69700,Crub__Carubv10021009m,TRUE,TRUE,TRUE,TRUE,AC_topology,AC_topology,95,2,9655396,9657065,9656230.5
Nuclear,1193,Athal__AT1G69710,Crub__Carubv10019712m,TRUE,TRUE,TRUE,TRUE,BC_topology,BC_topology,100,2,9657784,9662050,9659917
Nuclear,1194,Athal__AT1G69760,Crub__Carubv10021007m,TRUE,TRUE,TRUE,TRUE,BC_topology,BC_topology,50,2,9687502,9688711,9688106.5
Nuclear,1195,Athal__AT1G69780,Crub__Carubv10020715m,TRUE,TRUE,TRUE,TRUE,BC_topology,BC_topology,93,2,9708365,9710237,9709301
Nuclear,1196,Athal__AT1G69790,Crub__Carubv10020215m,TRUE,TRUE,TRUE,TRUE,BC_topology,BC_topology,98,2,9715812,9718296,9717054
Nuclear,1197,Athal__AT1G69810,Crub__Carubv10022409m,TRUE,TRUE,TRUE,TRUE,BC_topology,BC_topology,92,2,9732847,9734811,9733829
Nuclear,1198,Athal__AT1G69850,Crub__Carubv10020037m,TRUE,TRUE,TRUE,FALSE,Other_topology,BC_topology,100,2,9746134,9749944,9748039
Nuclear,1199,Athal__AT1G69860,Crub__Carubv10022251m,TRUE,TRUE,TRUE,TRUE,AB_topology,AB_topology,58,2,9758291,9760459,9759375
Nuclear,1200,Athal__AT1G69870,Crub__Carubv10019982m,TRUE,TRUE,TRUE,TRUE,BC_topology,BC_topology,100,2,9764532,9768624,9766578
Nuclear,1201,Athal__AT1G69880,Crub__Carubv10021113m,TRUE,TRUE,TRUE,TRUE,BC_topology,BC_topology,97,2,9769507,9770924,9770215.5
Nuclear,1202,Athal__AT1G69890,Crub__Carubv10022489m,TRUE,TRUE,TRUE,TRUE,AC_topology,AC_topology,66,2,9771551,9773680,9772615.5
Nuclear,1203,Athal__AT1G69910,Crub__Carubv10019905m,TRUE,TRUE,TRUE,TRUE,BC_topology,BC_topology,48,2,9778271,9780644,9779457.5
Nuclear,1204,Athal__AT1G69935,Crub__Carubv10022316m,TRUE,TRUE,TRUE,TRUE,AB_topology,AB_topology,60,2,9793696,9794804,9794250
Nuclear,1205,Athal__AT1G70070,Crub__Carubv10019751m,TRUE,TRUE,TRUE,TRUE,BC_topology,BC_topology,69,2,9836485,9841586,9839035.5
Nuclear_RetDups,636,AtAT1G70090.1_AtAT1G70090.2,Cr10020432,TRUE,TRUE,TRUE,TRUE,BC_topology,BC_topology,61,2,9849780,9851382,9850581
Nuclear_RetDups,54,AtAT1G70140,Cr10019834,TRUE,TRUE,TRUE,TRUE,AC_topology,AC_topology,70,2,9867954,9870501,9869227.5
Nuclear,1206,Athal__AT1G70160,Crub__Carubv10020126m,TRUE,TRUE,TRUE,TRUE,AC_topology,AC_topology,63,2,9878527,9881327,9879927
Nuclear,1207,Athal__AT1G70170,Crub__Carubv10020468m,TRUE,TRUE,TRUE,TRUE,BC_topology,BC_topology,100,2,9882082,9883224,9882653
Nuclear,1208,Athal__AT1G70200,Crub__Carubv10020112m,TRUE,TRUE,TRUE,TRUE,AC_topology,AC_topology,56,2,9894255,9896631,9895443
Nuclear_RetDups,541,AtAT1G70310.1,Cr10020501,TRUE,TRUE,TRUE,TRUE,BC_topology,BC_topology,95,2,9949094,9951537,9950315.5
Nuclear_RetDups,778,AtAT1G70370.1_AtAT1G70370.2,Cr10019971,TRUE,TRUE,TRUE,TRUE,AB_topology,AB_topology,96,2,9969019,9971575,9970297
Nuclear,1209,Athal__AT1G70420,Crub__Carubv10020750m,TRUE,TRUE,TRUE,TRUE,AB_topology,AB_topology,47,2,9996338,9997392,9996865
Nuclear,1210,Athal__AT1G70440,Crub__Carubv10020702m,TRUE,TRUE,TRUE,TRUE,BC_topology,BC_topology,51,2,10006744,10007907,10007325.5
Nuclear_RetDups,602,AtAT1G70510.1,Cr10022064,TRUE,TRUE,TRUE,TRUE,BC_topology,BC_topology,100,2,10033020,10037449,10035234.5
Nuclear,1211,Athal__AT1G70520,Crub__Carubv10019929m,TRUE,TRUE,TRUE,TRUE,BC_topology,BC_topology,85,2,10049949,10052901,10051425
Nuclear,1212,Athal__AT1G70530,Crub__Carubv10022175m,TRUE,TRUE,TRUE,TRUE,BC_topology,BC_topology,100,2,10053857,10056496,10055176.5
Nuclear,1213,Athal__AT1G70540,Crub__Carubv10022301m,TRUE,TRUE,TRUE,FALSE,AB_topology,AB_topology,61,2,10059307,10059810,10059558.5
Nuclear,1214,Athal__AT1G70560,Crub__Carubv10020400m,TRUE,TRUE,TRUE,TRUE,AB_topology,AB_topology,64,2,10071410,10074104,10072757
Nuclear,1215,Athal__AT1G70590,Crub__Carubv10020524m,TRUE,TRUE,TRUE,TRUE,BC_topology,BC_topology,100,2,10085214,10087320,10086267
Nuclear_RetDups,78,AtAT1G70710,Cr10020190,TRUE,TRUE,TRUE,TRUE,BC_topology,BC_topology,60,2,10127359,10131246,10129302.5
Nuclear,1216,Athal__AT1G70760,Crub__Carubv10021850m,TRUE,TRUE,TRUE,TRUE,BC_topology,BC_topology,88,2,10162445,10163391,10162918
